quality,ts,
24,23,35885677,
34,23,31095261,
14,23,38346563,
4,23,59495416,
119534,23,19625678,
4854,23,16362136,
4864,23,15316614,
4874,23,15265105,
119544,23,61169479,
52274,23,16973958,
52264,23,17773334,
52254,23,15293906,
52244,23,14950365,
74424,23,18219010,
74414,23,23457292,
74404,23,19381511,
105654,23,15690781,
105664,23,16120625,
105644,23,15926615,
108814,23,20878854,
108824,23,19411354,
108804,23,15942917,
111844,23,17884427,
111854,23,19597083,
114404,23,18057188,
114414,23,16096563,
114434,23,18383906,
114424,23,24581875,
117014,23,18591042,
117004,23,16574010,
117034,23,17976459,
120724,23,16611041,
120754,23,16410729,
120734,23,15069271,
120744,23,18350313,
122874,23,19445156,
122844,23,17808333,
122854,23,19708229,
122864,23,18906927,
124634,23,20149791,
124604,23,19649636,
124614,23,19120573,
126534,23,26776875,
126544,23,26400312,
126524,23,17783958,
126554,23,26758541,
128454,23,16917344,
128464,23,18485000,
128474,23,18658906,
128444,23,20240365,
131704,23,20706406,
131714,23,19976302,
131694,23,18197552,
131684,23,15845208,
136964,23,18806927,
136974,23,18454271,
136984,23,17212968,
136994,23,23306667,
147944,23,20615990,
147954,23,22444167,
157744,23,19781563,
157754,23,20379531,
166304,23,18402500,
166314,23,20357396,
166624,23,20450989,
166634,23,26554427,
6544,23,16465312,
6554,23,17450729,
18104,23,22565261,
18114,23,19161250,
25904,23,17805365,
25704,23,21224636,
25714,23,26495104,
35344,23,16770417,
35354,23,19221354,
41904,23,16316250,
41914,23,19092292,
43424,23,15410104,
43434,23,15630416,
43544,23,18529844,
43554,23,19082604,
44754,23,15343958,
44744,23,16776094,
45944,23,19094791,
45954,23,16376927,
47184,23,18086198,
47194,23,17480885,
49304,23,22680208,
49384,23,18335833,
49394,23,16495938,
49314,23,21626407,
25914,23,23787656,
158024,23,22468334,
147934,23,24962760,
147924,23,22964270,
157734,23,25886875,
157724,23,23732083,
166284,23,22405260,
166294,23,21197605,
6214,23,20904010,
6204,23,34365469,
6224,23,27464115,
6234,23,18369323,
17874,23,22360625,
17844,23,25770625,
17854,23,31394063,
17864,23,19348698,
25654,23,18153438,
25664,23,25590886,
25644,23,21360365,
25674,23,23283698,
35284,23,20879375,
35294,23,19742761,
35304,23,21097864,
35314,23,23808386,
41854,23,20023282,
41864,23,19071823,
41874,23,19326511,
41844,23,25412292,
43364,23,26445573,
43374,23,23171614,
43384,23,20280260,
43394,23,14043073,
44634,23,16718229,
44604,23,23727187,
44624,23,15661406,
44614,23,19226927,
45804,23,19022083,
45814,23,16257916,
45824,23,15658958,
45834,23,15642239,
47014,23,18909688,
47024,23,16989896,
47004,23,16827083,
49184,23,15166667,
49194,23,16925834,
49174,23,14559323,
49164,23,18524114,
52924,23,14849479,
52934,23,20897500,
52944,23,15210209,
55334,23,15073750,
55344,23,15059688,
55324,23,14996406,
53124,23,17782135,
53134,23,15788855,
53144,23,27322552,
49484,23,26589375,
49494,23,25024687,
49504,23,25760573,
49204,23,23490781,
49214,23,20609427,
49224,23,21195312,
47054,23,15396250,
47044,23,17837813,
47064,23,17407604,
47164,23,16564115,
47174,23,16060989,
47184,23,17726563,
45924,23,17709896,
45934,23,16280260,
45944,23,17558906,
46094,23,14344688,
46084,23,16482969,
46104,23,20584636,
44884,23,19174323,
44894,23,16730729,
44904,23,16871719,
44924,23,19825053,
44944,23,17889792,
44934,23,19453646,
43644,23,20168489,
43654,23,18220521,
43694,23,15504584,
43684,23,18403698,
43704,23,14733021,
43664,23,18206458,
55354,23,17061355,
56364,23,21174687,
56374,23,18450521,
56394,23,15806615,
56384,23,19251875,
57344,23,17942552,
57334,23,21868750,
57324,23,14408021,
58924,23,16378594,
58934,23,20160052,
58944,23,17264636,
60174,23,19741510,
60184,23,21893906,
60164,23,20289687,
61334,23,19182760,
61324,23,22391042,
61344,23,21894375,
61354,23,16042916,
62554,23,15602969,
62544,23,18479948,
62534,23,19000208,
62524,23,18413541,
64934,23,20248177,
64944,23,17454687,
64954,23,18701250,
64924,23,14327291,
65174,23,17854583,
65184,23,17685208,
64974,23,17731823,
62574,23,18602552,
62584,23,18884896,
62654,23,13646771,
62664,23,17433854,
62694,23,17939219,
62704,23,18545573,
62774,23,19674375,
62784,23,17788750,
61494,23,15809843,
61504,23,14507292,
61534,23,16490573,
61544,23,17438802,
61614,23,17733906,
61624,23,17107292,
61654,23,20067552,
60374,23,17097239,
60384,23,16248750,
60414,23,16895313,
60424,23,17094896,
60454,23,14075885,
60464,23,14622187,
59214,23,19767135,
59224,23,17606406,
59254,23,15427605,
59264,23,14396094,
59294,23,19121355,
59304,23,18453438,
57934,23,18006458,
57944,23,19224010,
57974,23,15458386,
57984,23,14115052,
58014,23,17246823,
58024,23,14394115,
58054,23,18983229,
58064,23,17981615,
57894,23,14175261,
57904,23,16163386,
57854,23,17233333,
57864,23,17036927,
57814,23,18626354,
57824,23,17712344,
57774,23,18099739,
57784,23,22147865,
57744,23,15586667,
57734,23,16256458,
57704,23,17963177,
57694,23,19202344,
57614,23,14050781,
57624,23,16061614,
57584,23,15540104,
57574,23,18791666,
57454,23,13865781,
57464,23,18690625,
59064,23,19223021,
59054,23,22814166,
58974,23,18544375,
58984,23,16875781,
59174,23,17177240,
59184,23,16155312,
58934,23,14918438,
58944,23,18780573,
58924,23,15629583,
58954,23,16530989,
60174,23,17846354,
60184,23,18278386,
60164,23,13493645,
60194,23,15783802,
61324,23,17205989,
61334,23,14630625,
61344,23,16756562,
57334,23,17254739,
57324,23,15259844,
57354,23,21733385,
57344,23,15538021,
56384,23,17261406,
56394,23,14955521,
56374,23,16397969,
56364,23,15779791,
55344,23,15596354,
55334,23,19191666,
55354,23,14287500,
55324,23,16977292,
52934,23,15655885,
52944,23,18812395,
52954,23,14781250,
52924,23,17588958,
49174,23,19450937,
49184,23,16833541,
49194,23,14135625,
49164,23,13723229,
47014,23,20389323,
47024,23,18692344,
47034,23,15460260,
45824,23,15115520,
45814,23,18180625,
45834,23,15993959,
45804,23,17850417,
44624,23,15307708,
44634,23,16156354,
44604,23,20669896,
44614,23,21069583,
43364,23,18112031,
43374,23,19496823,
43384,23,16373489,
43394,23,17314062,
41844,23,14512709,
41854,23,14387812,
41864,23,14885729,
41874,23,17221354,
35294,23,19547135,
35304,23,18994271,
35314,23,13463437,
35284,23,15278854,
25664,23,14558073,
25674,23,16163282,
25654,23,18769844,
25644,23,17825052,
17844,23,18253021,
17854,23,18482604,
17864,23,15813281,
17874,23,17632552,
6214,23,15590365,
6224,23,15306354,
6234,23,14332917,
6204,23,21306198,
166284,23,17116146,
166304,23,17428386,
166294,23,20026302,
166314,23,15535104,
157754,23,18445416,
157744,23,21504063,
157734,23,16723021,
147924,23,19080417,
147934,23,22760625,
147944,23,16195364,
147954,23,17085625,
136994,23,14628438,
136984,23,18037500,
136974,23,13963020,
131714,23,16630781,
131684,23,21207969,
131694,23,15622187,
131704,23,15117656,
128444,23,19325730,
128454,23,16996042,
128464,23,16047813,
128474,23,16736875,
126524,23,16560000,
126534,23,15547448,
126544,23,14747917,
126554,23,14638697,
124614,23,16856822,
124624,23,14675625,
124634,23,14856094,
122864,23,17745729,
122854,23,18363906,
122874,23,16357969,
120754,23,16006927,
120724,23,18665000,
120734,23,21389115,
120744,23,15503854,
132584,23,16528593,
132574,23,20883178,
132594,23,18199270,
117014,23,16719271,
117024,23,14352656,
117034,23,15302344,
117004,23,14445417,
114424,23,16173385,
114434,23,19183802,
114404,23,17480834,
111844,23,18935729,
111854,23,18021979,
111864,23,15978750,
111874,23,13479011,
108824,23,19465677,
108834,23,17417135,
108814,23,16221198,
108804,23,22750313,
105654,23,14594948,
105664,23,14758698,
105674,23,14014948,
105644,23,17493333,
74414,23,19820573,
74424,23,15521459,
74434,23,17270781,
74404,23,15005104,
52244,23,17790000,
52254,23,14267916,
52264,23,18903594,
52274,23,14277865,
4864,23,14618385,
4874,23,18798438,
4854,23,23436875,
4844,23,26237240,
119534,23,19000573,
119544,23,18356458,
119554,23,14312187,
119524,23,14000052,
4,23,13908646,
14,23,14335104,
24,23,13875573,
34,23,14230052,
120704,23,18064739,
120694,23,21413489,
120714,23,26280312,
6144,23,17983021,
6134,23,20169531,
6154,23,16102344,
52304,23,18176250,
52294,23,22045990,
52314,23,18475156,
74454,23,21076146,
74474,23,17747760,
74464,23,21140157,
74584,23,18665677,
74574,23,22620313,
74594,23,20608281,
105774,23,17269947,
105784,23,15875625,
105794,23,17842864,
105894,23,14939948,
105904,23,17730781,
105914,23,14561719,
52774,23,18362500,
52784,23,19220052,
4814,23,14490469,
4824,23,15450885,
54,23,18104739,
64,23,18019740,
894,23,14915729,
904,23,18918802,
2174,23,17731041,
2184,23,17096198,
2214,23,15006771,
2224,23,18245000,
4734,23,19586875,
4744,23,17399583,
4774,23,15242344,
4784,23,17296302,
4764,23,20849740,
4724,23,16901979,
2204,23,22163750,
2164,23,15641875,
120164,23,15120521,
120174,23,15918438,
120184,23,21064375,
119684,23,13945938,
119704,23,15360677,
119694,23,17442344,
119564,23,20153281,
119574,23,16940521,
119584,23,16573542,
120684,23,16008489,
6124,23,14620053,
114414,23,16108333,
120734,23,17633906,
120744,23,19310157,
120724,23,17063489,
120754,23,16423854,
122854,23,20445573,
122864,23,20064531,
122844,23,17755156,
122874,23,15885260,
124634,23,18126250,
124624,23,21108021,
124604,23,15723802,
124614,23,14637916,
126544,23,18941093,
126524,23,15198958,
126554,23,18751666,
126534,23,21869375,
128444,23,17475260,
131694,23,17253959,
131684,23,16565625,
131704,23,14638229,
