quality,ts,
12,15,31484063,
18,15,31997709,
6,15,27744219,
0,15,14746458,
71718,15,15822292,
71724,15,15112917,
71730,15,14916094,
2910,15,16462500,
2916,15,15977083,
2922,15,13941354,
31356,15,17956354,
31362,15,30897031,
31350,15,17143594,
31344,15,16773646,
44646,15,16517864,
44652,15,26751458,
44640,15,13255781,
63390,15,15264584,
63396,15,15156927,
63384,15,14817552,
65286,15,17609218,
65292,15,16879791,
65280,15,14490052,
67104,15,15572500,
67110,15,15299531,
68640,15,14693542,
68646,15,16291198,
68652,15,13745052,
68658,15,19122344,
70206,15,13874531,
70200,15,13781146,
70218,15,14365937,
72432,15,16443594,
72438,15,17112031,
72450,15,15243177,
72444,15,15560833,
73722,15,15030885,
73704,15,18570157,
73710,15,14817657,
73716,15,14641354,
74778,15,14704218,
74760,15,14881979,
74766,15,16799375,
75918,15,13698698,
75924,15,16608333,
75930,15,15624427,
75912,15,17264479,
77070,15,15195937,
77082,15,14675729,
77076,15,16537187,
77064,15,14250000,
79020,15,14884740,
79026,15,14285625,
79014,15,15485833,
79008,15,13548958,
82182,15,14469792,
82176,15,15805157,
82188,15,13837760,
82194,15,13826406,
88764,15,14016406,
88770,15,13534687,
94644,15,13483438,
94650,15,13574375,
99780,15,13721875,
99786,15,14355000,
99972,15,14155833,
99978,15,16665417,
3924,15,15406614,
3930,15,16340677,
10860,15,18350000,
10866,15,18258802,
15540,15,18339323,
15420,15,18591198,
15426,15,16311407,
21204,15,14823334,
21210,15,16165885,
25140,15,17053542,
25146,15,15889427,
26052,15,16550313,
26058,15,15640000,
26124,15,18044479,
26130,15,17765052,
26850,15,16033906,
26844,15,15960052,
27564,15,16689271,
27570,15,15672708,
28308,15,14350313,
28314,15,21309843,
29586,15,19010469,
29580,15,21317396,
29628,15,13421771,
29634,15,13806615,
15546,15,18900105,
94812,15,17845416,
94818,15,18429740,
88758,15,20328281,
88752,15,16337968,
88758,15,14871198,
94638,15,20891041,
94632,15,19137500,
99768,15,18907292,
99774,15,16889375,
3720,15,20037083,
3726,15,17553178,
3732,15,19509531,
3738,15,17039948,
10722,15,18068386,
10704,15,18499115,
10710,15,16740468,
10716,15,19756042,
15390,15,15425313,
15396,15,18067239,
15384,15,14788958,
15402,15,18363125,
21174,15,16244010,
21168,15,19400000,
21180,15,15650781,
21186,15,18083854,
25110,15,20919688,
25116,15,21713020,
25122,15,17806250,
25104,15,22685208,
26016,15,16300521,
26022,15,20110782,
26028,15,18610208,
26034,15,14817396,
26778,15,20541823,
26760,15,24477187,
26766,15,20536510,
26772,15,17663178,
27480,15,21025417,
27486,15,20055104,
27492,15,19464323,
27498,15,16783750,
28206,15,18717187,
28212,15,18212864,
28200,15,16923125,
29508,15,20218125,
29502,15,16455729,
29514,15,18490261,
29496,15,19166198,
31752,15,18308854,
31758,15,15969062,
31764,15,15218958,
33198,15,18885261,
33192,15,17049219,
33204,15,16107187,
31872,15,17539583,
31878,15,18769114,
31884,15,14836198,
29688,15,22944740,
29694,15,19855052,
29520,15,19112552,
29526,15,18159948,
29532,15,16842552,
28224,15,17094270,
28230,15,17867604,
28296,15,16093958,
28302,15,17874636,
28308,15,17334740,
27552,15,18970573,
27558,15,20181406,
27564,15,17854531,
27648,15,15585573,
27654,15,15562500,
27660,15,14877813,
26928,15,17960782,
26934,15,24101302,
26940,15,19813281,
26952,15,15145885,
26958,15,21863385,
26964,15,19719531,
26184,15,15396093,
26190,15,17009375,
26196,15,17239062,
26214,15,15380729,
26208,15,17855052,
26220,15,20000156,
28236,15,14893281,
29700,15,14991979,
33210,15,22135261,
33816,15,19913958,
33822,15,18600573,
33828,15,16145052,
33834,15,14013438,
34398,15,17007187,
34404,15,19271979,
34392,15,14774843,
35352,15,17714167,
35358,15,20092500,
35364,15,18263958,
36102,15,17007343,
36108,15,18535729,
36096,15,16735573,
36792,15,18020729,
36798,15,15560573,
36804,15,16189063,
36810,15,17611041,
37524,15,15297292,
37530,15,15070781,
37518,15,15929583,
37512,15,14826771,
38958,15,17268854,
38964,15,14543750,
38970,15,15755416,
38952,15,18446094,
39102,15,18330833,
39108,15,18241094,
38982,15,18655052,
37542,15,16024531,
37548,15,15828802,
37590,15,16991667,
37596,15,16667500,
37614,15,17127969,
37620,15,15427083,
37662,15,16712239,
37668,15,16167344,
36894,15,17740938,
36900,15,16517448,
36918,15,15381041,
36924,15,16018177,
36966,15,16894323,
36972,15,14943698,
36990,15,17953125,
36222,15,14743125,
36228,15,15479687,
36246,15,20392761,
36252,15,18086250,
36270,15,17068437,
36276,15,15403386,
35526,15,16953750,
35532,15,15836302,
35550,15,15510885,
35556,15,16188958,
35574,15,21242760,
35580,15,19737344,
34764,15,16274219,
34758,15,19748855,
34788,15,14718542,
34782,15,18547760,
34806,15,15445313,
34812,15,14942135,
34830,15,16571042,
34836,15,16941719,
34734,15,16398594,
34740,15,17241771,
34710,15,16998646,
34716,15,16087292,
34686,15,17975573,
34692,15,19435521,
