quality,ts,
28,26,57145677,
20,26,68727604,
12,26,59868229,
4,26,19859479,
95628,26,22989322,
95636,26,31937240,
3884,26,27443698,
3892,26,48928698,
95644,26,88628698,
3900,26,55150885,
41812,26,38407760,
41804,26,36555364,
41796,26,39217031,
41820,26,75959792,
59532,26,34328021,
59540,26,57771823,
59524,26,46933542,
84524,26,32602552,
84532,26,43564792,
84516,26,35252500,
87052,26,22050364,
87060,26,27562552,
87044,26,24100625,
89476,26,19860261,
89484,26,25933281,
91532,26,18981823,
91524,26,33841875,
91540,26,22084270,
91548,26,29666198,
93612,26,23516355,
93620,26,27821771,
93604,26,27873229,
93628,26,39092968,
96580,26,20511771,
96588,26,30698490,
96604,26,26066094,
96596,26,36324218,
98276,26,22884583,
98300,26,32878125,
98284,26,40412708,
98292,26,32251823,
99708,26,25823958,
99684,26,29950572,
99692,26,44148021,
101236,26,23282135,
101228,26,32133594,
101244,26,30054688,
101220,26,43573437,
102772,26,22765781,
102780,26,36641511,
102764,26,52470417,
102756,26,54031980,
105372,26,48169844,
105356,26,39299687,
105364,26,63317084,
105348,26,44850573,
109572,26,22332552,
109580,26,27061303,
109588,26,45699479,
109596,26,25241875,
118356,26,21217291,
118364,26,33334844,
126196,26,22416511,
126204,26,47162188,
133044,26,22833177,
133052,26,39065365,
133300,26,23158438,
133308,26,34554791,
5236,26,24311302,
5244,26,35391511,
14484,26,22860261,
14492,26,32643281,
20724,26,21622343,
20732,26,29144427,
20564,26,63473802,
20572,26,98503959,
28276,26,77839063,
28284,26,89830781,
33532,26,38213073,
33524,26,58829115,
34740,26,33542187,
34748,26,40060365,
34836,26,22098021,
34844,26,26619896,
35804,26,20524167,
35796,26,33015521,
36764,26,28511302,
36756,26,40764479,
37748,26,21842239,
37756,26,50878593,
39452,26,23411093,
39444,26,49729791,
39516,26,57293594,
39508,26,76434584,
126420,26,24408490,
126428,26,34460678,
118348,26,31970469,
118340,26,52180521,
126188,26,25573177,
126180,26,24803385,
133028,26,25065990,
133036,26,23831980,
4972,26,27299167,
4980,26,71518385,
4964,26,106676458,
4988,26,86853854,
14284,26,19506979,
14276,26,30335208,
14300,26,48296927,
14292,26,31409792,
20524,26,23949896,
20532,26,51830156,
20540,26,18758802,
28228,26,47441771,
28236,26,60559323,
28244,26,68008125,
28252,26,45550208,
33492,26,48756146,
33484,26,57867396,
33500,26,53258646,
33476,26,84325886,
34692,26,17613489,
34700,26,17692656,
34708,26,21643958,
34716,26,17473907,
35708,26,18268542,
35692,26,18318854,
35684,26,19198750,
35700,26,17197344,
36644,26,15808802,
36652,26,16816094,
36660,26,17637239,
36668,26,16099375,
37620,26,19598646,
37612,26,24322708,
37604,26,25309323,
39356,26,15743750,
39348,26,20168750,
39340,26,20495886,
39332,26,20973959,
42340,26,15870938,
42348,26,19377031,
42356,26,14737344,
44276,26,34084688,
44268,26,38032188,
44260,26,33403177,
42500,26,16886771,
42508,26,16598698,
42516,26,15418386,
39588,26,20135781,
39596,26,19806927,
39604,26,20043855,
39372,26,16476407,
39364,26,19961771,
39380,26,21190781,
37636,26,14205729,
37644,26,19132083,
37652,26,19910261,
37732,26,15434896,
37740,26,15405573,
37748,26,14576979,
36748,26,19406510,
36756,26,20196615,
36740,26,39960834,
36868,26,15888021,
36876,26,16433593,
36884,26,28117656,
35908,26,18090313,
35916,26,17606250,
35924,26,17681771,
35940,26,17784427,
35956,26,16754739,
35948,26,18061458,
34916,26,16638802,
34932,26,19492344,
34924,26,20173542,
34948,26,14773229,
34956,26,16495989,
34964,26,16903645,
44284,26,19329063,
45092,26,21130990,
45100,26,19673959,
45108,26,15988698,
45116,26,16101875,
45868,26,18010781,
45876,26,17352864,
45860,26,14200573,
47140,26,17075208,
47148,26,17098906,
47156,26,21600000,
48140,26,17522448,
48148,26,17549323,
48132,26,14405157,
49060,26,15639479,
49068,26,13905937,
49076,26,14284167,
49084,26,15652291,
50044,26,18013855,
50036,26,19264479,
50028,26,13852135,
50020,26,13757812,
51956,26,15460364,
51948,26,17880053,
51964,26,20076666,
51940,26,14340625,
52140,26,17231927,
52148,26,16631354,
51988,26,14628646,
51980,26,18202500,
50060,26,13852917,
50068,26,15819323,
50124,26,16051250,
50132,26,15274271,
50156,26,19158593,
50164,26,18881198,
50228,26,14832031,
50220,26,31176614,
49196,26,15940625,
49204,26,15092240,
49228,26,18417396,
49236,26,20266146,
49292,26,16382604,
49300,26,14341250,
49332,26,26939167,
49324,26,27950937,
48308,26,21557760,
48300,26,23659687,
48340,26,15607448,
48332,26,17203854,
48364,26,17460261,
48372,26,18800938,
47372,26,15605157,
47380,26,19223229,
47404,26,19761302,
47412,26,20211875,
47436,26,17593229,
47444,26,16729062,
46356,26,15489896,
46348,26,18636406,
46388,26,14048021,
46380,26,17490885,
46444,26,14367240,
46412,26,17242708,
46452,26,16452136,
46420,26,15238750,
46324,26,17125365,
46316,26,17671198,
46292,26,24349323,
46284,26,25884375,
46260,26,14382292,
46252,26,15240260,
46220,26,16681823,
46228,26,18336354,
46188,26,15794375,
46196,26,15714323,
46164,26,14370677,
46156,26,15079583,
46092,26,19596771,
46100,26,19283854,
46060,26,14585573,
46068,26,14558489,
45972,26,14768437,
45964,26,16502240,
47244,26,17464791,
47252,26,18012291,
47188,26,15505260,
47180,26,16536146,
47348,26,16890209,
47340,26,17443437,
47148,26,16414427,
47156,26,16441198,
47140,26,15045365,
47164,26,18096563,
48140,26,16851354,
48148,26,15804219,
48132,26,14966875,
48156,26,18007135,
49060,26,14786719,
49068,26,17471407,
49076,26,24250156,
45876,26,22420156,
45868,26,23754114,
45860,26,17193282,
45884,26,17810782,
45116,26,14473177,
