quality,ts,
18,15,38146719,
12,15,44132448,
6,15,21570052,
0,15,21362656,
71718,15,26140312,
2922,15,17642500,
71724,15,52675833,
2916,15,44246302,
2910,15,52089687,
31362,15,16918854,
31356,15,21105365,
31350,15,15955260,
31344,15,16562968,
44646,15,16131355,
44652,15,16087969,
44640,15,20154740,
63390,15,15627084,
63396,15,15888073,
63384,15,17131980,
65286,15,18192292,
65292,15,18702656,
65280,15,17328698,
67104,15,19798177,
67110,15,16988698,
68640,15,17416823,
68646,15,19118229,
68658,15,17995416,
68652,15,20107239,
70212,15,16120365,
70206,15,18481355,
70200,15,18408229,
70218,15,17738073,
72432,15,19074114,
72450,15,19320208,
72438,15,19428906,
72444,15,21484323,
73722,15,18539479,
73704,15,21411667,
73710,15,20689427,
73716,15,17395573,
74778,15,20079271,
74760,15,22802605,
74766,15,20883542,
75918,15,19991354,
75924,15,19218385,
75930,15,16369948,
75912,15,17148698,
77070,15,20608021,
77076,15,22017500,
77064,15,15775260,
77082,15,17036719,
79026,15,18040573,
79020,15,29513646,
79014,15,17864479,
79008,15,15937760,
82176,15,21111198,
82182,15,20039375,
82188,15,20635104,
82194,15,21020520,
88764,15,20133437,
88770,15,20442188,
94644,15,21039687,
94650,15,22738178,
99780,15,22529635,
99786,15,29338177,
99978,15,17641927,
99972,15,19593021,
3930,15,15418333,
3924,15,17540156,
10860,15,24129011,
10866,15,22193854,
15540,15,21074739,
15546,15,17329688,
15420,15,17523698,
15426,15,17931198,
21210,15,17233177,
21204,15,21690208,
25146,15,17703958,
25140,15,20518854,
26052,15,18147604,
26058,15,20601562,
26124,15,17924428,
26844,15,16223333,
26850,15,15593177,
27564,15,16674531,
27570,15,21767500,
28308,15,18088802,
28314,15,17964219,
29580,15,19123593,
29586,15,19458281,
29628,15,16690417,
29634,15,16649635,
94812,15,16556302,
88758,15,20811458,
88752,15,17919844,
94638,15,21775782,
94632,15,20816719,
99768,15,20271562,
99774,15,22182239,
3720,15,20186979,
3726,15,27974062,
3732,15,26139479,
3738,15,17967917,
10722,15,17526042,
10704,15,16707500,
10710,15,23810781,
10716,15,17970729,
15390,15,17940312,
15396,15,23457656,
15384,15,16922865,
15402,15,19034687,
21168,15,15217188,
