quality,ts,
22,31,26297760,
16,31,28653645,
10,31,22125625,
4,31,14455104,
71734,31,15792864,
71722,31,30802448,
71728,31,31502083,
2920,31,13838281,
2914,31,17244271,
2926,31,14108750,
31360,31,14190781,
31366,31,15458020,
31354,31,15681041,
31348,31,13967813,
44650,31,14251459,
44656,31,14009219,
44644,31,14135729,
63394,31,15284427,
63400,31,14198906,
63388,31,14665208,
65290,31,13474323,
65296,31,14738281,
65284,31,13451406,
67108,31,14302188,
67114,31,13856667,
68650,31,13924375,
68644,31,15971458,
68656,31,15295052,
68662,31,15359896,
70210,31,13568854,
70216,31,13952292,
70204,31,14090469,
70222,31,15624895,
72436,31,14095052,
72442,31,14638750,
72448,31,14459323,
72454,31,15867709,
73726,31,16211042,
73708,31,17164896,
73714,31,15274687,
73720,31,13121407,
74764,31,14466198,
74782,31,16232916,
74770,31,15246146,
75922,31,14073802,
75928,31,14491666,
75916,31,14386875,
75934,31,15842917,
77086,31,13696302,
77080,31,15653646,
77074,31,15740625,
77068,31,13443178,
79024,31,15028073,
79030,31,18640364,
79018,31,13520000,
79012,31,14288750,
82186,31,14147917,
82180,31,15802343,
82192,31,14866562,
82198,31,13143334,
88774,31,14940260,
88768,31,15050781,
94654,31,13491562,
94648,31,14978281,
99784,31,13635313,
99790,31,15757448,
99982,31,14613698,
99976,31,16108334,
3928,31,15398021,
3934,31,15424323,
10864,31,18794531,
10870,31,20354896,
15544,31,23879531,
15550,31,24942657,
15424,31,19798125,
15430,31,25744792,
21208,31,19728177,
21214,31,22477552,
25150,31,17438437,
25144,31,21468802,
26056,31,21171927,
26062,31,23935104,
26134,31,22065937,
26128,31,25458854,
26848,31,17248855,
26854,31,17654062,
27574,31,21127760,
27568,31,25705990,
28312,31,20347291,
28318,31,23407395,
29584,31,22532448,
29590,31,25399740,
29632,31,19852709,
29638,31,23977344,
94816,31,21412031,
94822,31,26747031,
88762,31,23300260,
88756,31,18119323,
94642,31,23743125,
94636,31,22036406,
99772,31,20481094,
99778,31,22200573,
3724,31,22019323,
3730,31,24545365,
3736,31,24992552,
3742,31,18357865,
10714,31,19360261,
10708,31,22451094,
10726,31,23963698,
10720,31,17284948,
15400,31,22078125,
15394,31,28177864,
15388,31,19369636,
15406,31,20715886,
21172,31,19338698,
21178,31,19654948,
21184,31,17515312,
21190,31,19864583,
25114,31,17733646,
25120,31,19370312,
25108,31,17885156,
25126,31,18364480,
26032,31,17264896,
26026,31,19377083,
26020,31,21176458,
26038,31,18969428,
26764,31,18763906,
26770,31,17341458,
26782,31,20330573,
26776,31,15941510,
27484,31,18904010,
27490,31,18024115,
27502,31,16189896,
27496,31,16822604,
28210,31,16866562,
28216,31,16243593,
28204,31,13922240,
29512,31,16419687,
29518,31,18051250,
29506,31,18775365,
29500,31,15850053,
31756,31,17610104,
31762,31,17613281,
31768,31,15044114,
33202,31,18922657,
33208,31,19058021,
33196,31,17699062,
31882,31,19365833,
31876,31,20835209,
31888,31,19402448,
29692,31,20198698,
29698,31,18500573,
29704,31,22050261,
29524,31,20914740,
29530,31,16633281,
29536,31,21593177,
28234,31,19195521,
28228,31,20674323,
28240,31,20572604,
28300,31,16575209,
28312,31,14517917,
28306,31,17784479,
27562,31,18137604,
27568,31,18307292,
27556,31,20234010,
27658,31,16252604,
27652,31,16894896,
27664,31,16357188,
26944,31,17511823,
26938,31,20981458,
26932,31,22175417,
26968,31,15163438,
26962,31,16052656,
26956,31,18000469,
