quality,ts,
14,23,30691927,
20,23,30695105,
8,23,13203177,
2,23,25384635,
71726,23,17767500,
71732,23,19565834,
71720,23,42917188,
2918,23,16018281,
2912,23,16495834,
2924,23,29003333,
31358,23,19718594,
31364,23,19373906,
31352,23,16149010,
31346,23,15321407,
44648,23,17562031,
44654,23,20600156,
44642,23,18049010,
63398,23,16748698,
63392,23,18011511,
63386,23,18802552,
65288,23,19568021,
65294,23,19511042,
65282,23,18008958,
67112,23,18535677,
67106,23,21858385,
68642,23,21078177,
68648,23,19947813,
68654,23,14524323,
68660,23,15833490,
70214,23,15881562,
70208,23,18304687,
70202,23,14632135,
70220,23,18078907,
72434,23,18491875,
72440,23,18969792,
72446,23,18321563,
72452,23,17978750,
73724,23,20056927,
73706,23,21100208,
73712,23,16779322,
73718,23,15718229,
74780,23,20085990,
74762,23,19691042,
74768,23,18705312,
75920,23,18971510,
75926,23,19937864,
75932,23,16921771,
75914,23,19389948,
77078,23,19095781,
77084,23,19184427,
77072,23,25738334,
77066,23,17791094,
79028,23,19589792,
79022,23,20467709,
79016,23,17513437,
79010,23,14042292,
82178,23,19199270,
82190,23,16329271,
82184,23,20304167,
82196,23,17764532,
88766,23,18471406,
88772,23,19680052,
94646,23,17690781,
94652,23,19022604,
99788,23,19158177,
99782,23,20248021,
99974,23,18994375,
99980,23,20277656,
3926,23,17265104,
3932,23,17088854,
10862,23,17802240,
10868,23,17829583,
15548,23,21241093,
15542,23,24888282,
15422,23,16332968,
15428,23,16972969,
21212,23,16512344,
21206,23,20261094,
25142,23,17009791,
25148,23,20297552,
26054,23,16059896,
26060,23,15906979,
26126,23,20115157,
26132,23,18915886,
26846,23,15887708,
26852,23,14542188,
27572,23,18397760,
27566,23,20763438,
28310,23,17078958,
28316,23,18709114,
29582,23,19871302,
29588,23,22190365,
29630,23,16445052,
29636,23,19203021,
94814,23,17622344,
94820,23,17991354,
88760,23,18035573,
88754,23,14323073,
94640,23,19352656,
94634,23,17728594,
99770,23,18824114,
99776,23,17010364,
3722,23,23329636,
3728,23,24204740,
3734,23,30554375,
3740,23,15278854,
10724,23,21947760,
10706,23,19672500,
10712,23,19553907,
10718,23,18201042,
15392,23,18794688,
15398,23,17260938,
15386,23,18296667,
15404,23,19242969,
21170,23,14740833,
21176,23,18038750,
21182,23,16557448,
21188,23,25907552,
25118,23,19836667,
25112,23,22920677,
25106,23,18515208,
25124,23,19987239,
26018,23,18823906,
26030,23,17709479,
26024,23,18958177,
26036,23,19301823,
26762,23,16413854,
26780,23,18630885,
26768,23,21726303,
26774,23,15278490,
27482,23,19440521,
27488,23,18983906,
27494,23,16935000,
27500,23,16590938,
28208,23,16843646,
28214,23,16398281,
28202,23,13979635,
29510,23,18656667,
29516,23,19141979,
29504,23,15693593,
29498,23,19584740,
31754,23,19093177,
31760,23,20729167,
31766,23,16056042,
33206,23,18001563,
33200,23,21814114,
33194,23,16700730,
31874,23,17317761,
31886,23,16229218,
31880,23,16769636,
29690,23,18923334,
29702,23,18274375,
29696,23,21031927,
29522,23,14656771,
29528,23,14490261,
29534,23,19510261,
28226,23,13900521,
28232,23,14222031,
28238,23,16607188,
28298,23,14690104,
28310,23,16834375,
28304,23,17433802,
27566,23,14325208,
27560,23,15074271,
27554,23,16460365,
27650,23,13648802,
27656,23,13819114,
27662,23,18694219,
26936,23,18371354,
26930,23,19384687,
26942,23,26195365,
26960,23,14777708,
26954,23,16733125,
26966,23,15839688,
26192,23,15693229,
26198,23,16583021,
26186,23,18036823,
26210,23,15810157,
26216,23,14792656,
26222,23,16457291,
33212,23,15697083,
33818,23,20982709,
33824,23,19526458,
33830,23,17644688,
33836,23,16200937,
34406,23,15147500,
34400,23,19196093,
34394,23,18210469,
35354,23,17866875,
35360,23,17586094,
35366,23,17808542,
36110,23,16287553,
36104,23,18299531,
36098,23,15291563,
36794,23,17695416,
36800,23,19481771,
36806,23,17293489,
36812,23,16818854,
37526,23,18928542,
37532,23,20387708,
37520,23,16704427,
37514,23,14594010,
38972,23,17140834,
38960,23,19967292,
38966,23,19562552,
38954,23,19757864,
39110,23,15067708,
39104,23,18313385,
38984,23,18416354,
38990,23,19355260,
37544,23,15319375,
37550,23,14990521,
37592,23,17373698,
37598,23,17672136,
37616,23,16624167,
37622,23,15596042,
37670,23,19091146,
37664,23,20018750,
36896,23,17131198,
36902,23,18441771,
36920,23,18476146,
36926,23,18491406,
36974,23,18725156,
36968,23,20454114,
36998,23,20644375,
36992,23,26234688,
36224,23,18620989,
36230,23,15578437,
36248,23,15426823,
36254,23,15817084,
36272,23,15486198,
36278,23,15173698,
35528,23,17299792,
35534,23,16987917,
35558,23,15054062,
35552,23,16521250,
35576,23,18722188,
35582,23,17739062,
34760,23,14510781,
34766,23,14841406,
34790,23,14455417,
34784,23,19653906,
34814,23,15940313,
34808,23,17618854,
34832,23,18721355,
34838,23,19424479,
34736,23,17307188,
34742,23,18057604,
34712,23,15961355,
34718,23,17377500,
34694,23,14409271,
34688,23,16238542,
34664,23,17556198,
34670,23,16814480,
34640,23,15234844,
34646,23,15645573,
34616,23,16980260,
34622,23,16671823,
34574,23,16670573,
34568,23,19361980,
34550,23,17114531,
34544,23,18895677,
34472,23,19319323,
34478,23,17757500,
35438,23,16802917,
35432,23,19338177,
35384,23,15667917,
35390,23,14825365,
35510,23,18287656,
35504,23,20209115,
35360,23,18785781,
35366,23,17939896,
35354,23,19704792,
35372,23,17165781,
36104,23,18017187,
36110,23,17999583,
36098,23,19441042,
36116,23,16269636,
36794,23,19282240,
36800,23,17787552,
36806,23,16361354,
34406,23,17329114,
34400,23,21575104,
34394,23,15869740,
34412,23,16569688,
33830,23,14576041,
33836,23,17989218,
33824,23,19519166,
33818,23,18295625,
33206,23,16914375,
33200,23,19456406,
33212,23,14743177,
33194,23,19827292,
31766,23,15043282,
31760,23,17072552,
31772,23,14915782,
31754,23,17063802,
29510,23,17654011,
29504,23,20482135,
29516,23,17445000,
29498,23,15301980,
28214,23,19354322,
28208,23,20580313,
28220,23,15800364,
27494,23,17308542,
27488,23,19303854,
27500,23,16197291,
27482,23,21062240,
26774,23,17328490,
26780,23,16637448,
26762,23,21888385,
26768,23,21491615,
26024,23,17557552,
26018,23,18551302,
26036,23,17133958,
26030,23,17297761,
25106,23,18997657,
25112,23,22371979,
25118,23,15331667,
25124,23,16604792,
21182,23,19045834,
21176,23,20127709,
21188,23,14643959,
21170,23,16277813,
15398,23,18236041,
15404,23,19435261,
15386,23,15854167,
15392,23,19140833,
10712,23,15333281,
10706,23,18999271,
10724,23,19879375,
10718,23,20361145,
3734,23,18897812,
3728,23,20606875,
3740,23,14452083,
3722,23,18697864,
99776,23,16284584,
99770,23,22158854,
99782,23,15501563,
99788,23,18783594,
94646,23,18460938,
94652,23,18320156,
94640,23,14681875,
88754,23,19626615,
88766,23,16713177,
88760,23,22266980,
88772,23,15802969,
82190,23,17742188,
82196,23,19219583,
82178,23,23659948,
82184,23,17806562,
79028,23,15812760,
79010,23,16032084,
79016,23,13851823,
79022,23,16185468,
77066,23,18874688,
77072,23,18593542,
77078,23,18601406,
