quality,ts,
22,31,25671406,
16,31,30461615,
10,31,23732187,
4,31,14276928,
71734,31,15247083,
71728,31,16623855,
71722,31,25020886,
2920,31,15488021,
2914,31,20031875,
2926,31,14356250,
31366,31,13256406,
31360,31,15325000,
31354,31,14701563,
31348,31,13685105,
44650,31,13821667,
44656,31,15701250,
44644,31,13473802,
63394,31,14431562,
63400,31,15375886,
63388,31,13110104,
65290,31,13475625,
65296,31,14592500,
65284,31,13809062,
67108,31,15649844,
67114,31,17585990,
68650,31,13659844,
68644,31,15226459,
68656,31,13566198,
68662,31,14687395,
70216,31,14140417,
70210,31,16777448,
70222,31,14161979,
70204,31,15070156,
72442,31,13495052,
72436,31,15216042,
72454,31,14255156,
72448,31,15894948,
73726,31,13516198,
73708,31,14263490,
73714,31,13381198,
73720,31,13018438,
74782,31,13995990,
74770,31,16293177,
74764,31,16848698,
75922,31,13925625,
75928,31,14341406,
75934,31,14759271,
75916,31,15067552,
77074,31,14306302,
77080,31,15116146,
77086,31,15695104,
77068,31,12986146,
79024,31,13611927,
79030,31,14715156,
79018,31,14126458,
79012,31,13209531,
82180,31,14384271,
82186,31,14736250,
82192,31,15422917,
82198,31,12975938,
88774,31,14324115,
88768,31,14872865,
94654,31,14149167,
94648,31,15368177,
99784,31,14694531,
99790,31,15989896,
99976,31,14013802,
99982,31,14791615,
3928,31,15122708,
3934,31,15274010,
10864,31,13762657,
10870,31,14580052,
15544,31,13661302,
15550,31,14639740,
15424,31,13424531,
15430,31,14439635,
21208,31,13792708,
21214,31,14580625,
25144,31,13475052,
25150,31,14569011,
26056,31,20501459,
26062,31,22818021,
26128,31,17549740,
26134,31,21217500,
26854,31,14893021,
26848,31,19891354,
27568,31,19053541,
27574,31,19998802,
28312,31,19093646,
28318,31,20432552,
29584,31,21411093,
29590,31,23434635,
29632,31,17169115,
29638,31,17561250,
94822,31,18008490,
94816,31,21582968,
88762,31,20933854,
88756,31,16313802,
94642,31,16966614,
94636,31,19081094,
99772,31,17483072,
99778,31,17188854,
3730,31,19906927,
3736,31,20785573,
3724,31,22964583,
3742,31,14731667,
10714,31,17270625,
10726,31,20942395,
10708,31,19779583,
10720,31,21663958,
15394,31,19785364,
15400,31,22088125,
15388,31,16715990,
15406,31,18974479,
21178,31,19620416,
21172,31,20475104,
21184,31,16033489,
21190,31,24398021,
25120,31,19303855,
25114,31,21619323,
25108,31,18999062,
25126,31,20669480,
26020,31,20555990,
26032,31,17176667,
26026,31,19547968,
26038,31,16427656,
26770,31,16263282,
26782,31,19131041,
26764,31,19733021,
26776,31,14693281,
27490,31,17287344,
27484,31,19526667,
27502,31,15966459,
27496,31,17205312,
28216,31,18133593,
28210,31,18347187,
28204,31,14425937,
29512,31,19114843,
29518,31,18958959,
29506,31,16821875,
29500,31,16973854,
31762,31,15394583,
31756,31,16522968,
31768,31,15892448,
33208,31,20158177,
33202,31,20653125,
33196,31,17838750,
31876,31,19026614,
31882,31,18535781,
31888,31,18350521,
29692,31,19878230,
29698,31,18866719,
29704,31,18933073,
29530,31,17098230,
29524,31,19027604,
29536,31,18007916,
28228,31,16398333,
28240,31,17344322,
28234,31,19947187,
28306,31,16434271,
28300,31,17441041,
28312,31,16723698,
27562,31,16099583,
27568,31,18029792,
27556,31,19926615,
27658,31,15538073,
27652,31,17889636,
27664,31,17108802,
26932,31,17351354,
26938,31,17267500,
26944,31,17876041,
26956,31,15486979,
26968,31,14784323,
26962,31,16376302,
26200,31,16503542,
26188,31,18391302,
26194,31,22904844,
26212,31,16417864,
26218,31,19259792,
26224,31,18330625,
33214,31,16473698,
33820,31,19924635,
33826,31,19879063,
33838,31,16018177,
33832,31,17928489,
34402,31,17756875,
34408,31,23898438,
34396,31,16099844,
35356,31,18241823,
35362,31,18053437,
35368,31,16921510,
36106,31,15502031,
36112,31,22654427,
36100,31,15030937,
36796,31,18765781,
36802,31,20305885,
36808,31,15716667,
36814,31,15586407,
37528,31,16038959,
37534,31,16462604,
37522,31,17488594,
37516,31,14476302,
38974,31,16862083,
38968,31,19260833,
38962,31,21578334,
38956,31,14167969,
39112,31,18162188,
39106,31,18958438,
38992,31,18966875,
38986,31,19883177,
37546,31,16318072,
37552,31,17391198,
37600,31,16581667,
37594,31,18965104,
37618,31,18627917,
37624,31,21966302,
37666,31,16703281,
37672,31,16668177,
36898,31,14796093,
36904,31,15191823,
36928,31,17607760,
36922,31,20051770,
36970,31,19240469,
36976,31,19183541,
37000,31,19173229,
36994,31,22597917,
36226,31,17251563,
36232,31,16812865,
36250,31,17324740,
36256,31,17167552,
36274,31,19601407,
36280,31,19329271,
35530,31,20500469,
35536,31,16606198,
35560,31,17505625,
35554,31,19103073,
35584,31,17192396,
35578,31,17947604,
34768,31,16598750,
34762,31,17660625,
34786,31,16862136,
34792,31,18196510,
34810,31,16815416,
34816,31,19113698,
34834,31,17556562,
34840,31,17503750,
34738,31,18749115,
34744,31,18215313,
34714,31,16930469,
34720,31,16662344,
34690,31,18246302,
34696,31,17923281,
34666,31,16857187,
34672,31,17072864,
34648,31,14349739,
34642,31,15808593,
34618,31,23480468,
34624,31,24102917,
34576,31,15606093,
34570,31,16384375,
34546,31,16830573,
34552,31,18076093,
34480,31,16858021,
34474,31,18368698,
35434,31,16488021,
35440,31,18744948,
35386,31,17552812,
35392,31,18258437,
35506,31,17454583,
35512,31,16319740,
