66.35597,
61.182728,
65.355194,
66.63695,
66.07735,
66.45921,
66.666664,
66.34125,
66.42968,
66.68153,
65.7721,
65.97529,
65.127426,
66.01899,
66.666664,
66.68153,
66.44444,
66.666664,
66.68153,
66.20904,
66.68153,
63.481953,
55.216988,
58.974358,
62.47388,
60.772358,
64.66263,
66.01899,
64.71861,
63.698338,
66.68153,
64.73263,
66.20904,
64.92943,
64.70461,
65.355194,
66.23837,
65.757645,
60.197304,
64.32874,
64.73263,
65.786575,
64.760666,
66.2237,
65.570175,
64.71861,
66.42968,
65.5127,
65.58456,
66.25305,
66.42968,
66.2237,
66.666664,
65.94618,
65.127426,
65.97529,
65.355194,
65.786575,
64.52309,
66.01899,
65.801056,
65.32663,
66.20904,
66.2237,
66.45921,
