66.81564,
65.570175,
66.666664,
65.570175,
66.6518,
66.45921,
66.6518,
58.284603,
66.44444,
66.666664,
63.29382,
59.12596,
63.684772,
60.945778,
66.6518,
66.44444,
66.42968,
66.666664,
45.39933,
66.666664,
41.70735,
11.622935,
64.91533,
64.08058,
66.2237,
66.666664,
64.52309,
64.71861,
64.94353,
66.20904,
65.355194,
66.42968,
63.508923,
52.864216,
64.73263,
65.598946,
35.574062,
66.6518,
23.813314,
64.06685,
65.81554,
66.414925,
65.96073,
66.25305,
66.666664,
53.155552,
65.98985,
66.23837,
65.355194,
64.91533,
63.88889,
65.34091,
66.03357,
65.15581,
66.6518,
66.47399,
