12,15,51023437.0
18,15,27021355.0
6,15,28026042.0
0,15,27000521.0
71718,15,26578125.0
2910,15,24359375.0
2916,15,24390104.0
31356,15,22394791.0
31344,15,28681770.0
44646,15,22723437.0
44640,15,24698958.0
63390,15,22504688.0
63384,15,24598437.0
65286,15,23617187.0
65280,15,25348437.0
65292,15,31057292.0
67104,15,25754167.0
67110,15,25861458.0
68640,15,26926042.0
70206,15,22906771.0
70218,15,24742709.0
70200,15,32118750.0
72432,15,26720833.0
72438,15,26329167.0
73722,15,23017708.0
73704,15,20878646.0
73710,15,21772396.0
73716,15,21300000.0
74778,15,26440625.0
74760,15,28200521.0
74766,15,24351042.0
75918,15,24506250.0
75924,15,28363541.0
77070,15,24716667.0
77082,15,28025521.0
77076,15,23736979.0
79020,15,27235416.0
79008,15,26307291.0
79026,15,27119271.0
82176,15,22483854.0
79014,15,24055208.0
82188,15,32575000.0
88764,15,28404167.0
88770,15,26311459.0
94644,15,26710417.0
94650,15,26413021.0
99780,15,29126562.0
99972,15,25560938.0
3924,15,24641146.0
3930,15,23504688.0
10860,15,30590625.0
10866,15,28421875.0
15420,15,25788021.0
21204,15,25010937.0
21210,15,26022916.0
25140,15,24425000.0
25146,15,27617708.0
26052,15,25397917.0
26124,15,26038021.0
26844,15,23398438.0
26850,15,26678646.0
27564,15,27602083.0
28308,15,23770313.0
28314,15,23719791.0
29580,15,29644271.0
29628,15,27258854.0
29634,15,26601562.0
29586,15,25660416.0
27570,15,24993229.0
26058,15,25002084.0
15426,15,27041667.0
15540,15,25733333.0
99978,15,25907292.0
94812,15,25141146.0
82194,15,25455729.0
82182,15,31640625.0
88758,15,26094271.0
88752,15,33661458.0
94638,15,26015104.0
94632,15,24875000.0
99786,15,30657813.0
99774,15,23405208.0
99768,15,28454166.0
3720,15,31186459.0
3732,15,27309375.0
3738,15,25077084.0
3726,15,24322396.0
10722,15,26736980.0
10704,15,27578646.0
10710,15,25954167.0
10716,15,25897916.0
15390,15,26180729.0
15384,15,27218750.0
15396,15,25325000.0
21168,15,25868750.0
21174,15,26663021.0
21180,15,26131771.0
25110,15,30052605.0
25104,15,25856771.0
25116,15,25707292.0
26022,15,28469792.0
26028,15,25666667.0
26778,15,30705208.0
26766,15,23909375.0
26760,15,25392708.0
27480,15,25596875.0
