39,46762604,,,,
39,56489688,,,,
35,76123125,,,,
35,88759531,,,,
31,88426614,,,,
31,43220990,,,,
31,20608698,,,,
39,26535937,,,,
35,33256198,,,,
26,26816510,,,,
26,33733958,,,,
18,24923021,,,,
18,29596666,,,,
15,25529323,,,,
15,23674375,,,,
22,20943334,,,,
22,25447396,,,,
22,22076823,,,,
15,20016666,,,,
22,20998282,,,,
17,21904427,,,,
17,26674688,,,,
18,20602031,,,,
18,29063541,,,,
22,22735312,,,,
22,38554583,,,,
22,51656771,,,,
22,31997656,,,,
22,40701927,,,,
18,32706094,,,,
18,33999635,,,,
18,22367656,,,,
18,31571771,,,,
22,27090937,,,,
22,33811250,,,,
18,28259896,,,,
22,38380886,,,,
22,25602865,,,,
22,29660052,,,,
22,24742708,,,,
22,25510208,,,,
22,37623593,,,,
22,23928959,,,,
22,24015677,,,,
22,31934323,,,,
22,23856823,,,,
22,16563646,,,,
22,15811354,,,,
22,17375520,,,,
22,20405625,,,,
22,22461355,,,,
22,35235834,,,,
22,27355052,,,,
22,34467917,,,,
22,30191198,,,,
22,35067604,,,,
22,21448698,,,,
22,27705990,,,,
22,25535364,,,,
22,34196771,,,,
22,34256614,,,,
22,45273229,,,,
22,60675156,,,,
22,56127135,,,,
18,23380104,,,,
18,30178906,,,,
18,35927396,,,,
22,20760833,,,,
22,30970781,,,,
22,39325886,,,,
22,26718021,,,,
22,29920261,,,,
22,26805885,,,,
22,36607500,,,,
22,21505156,,,,
22,28320104,,,,
22,33349792,,,,
22,27119271,,,,
18,27448386,,,,
18,35419532,,,,
22,26256250,,,,
22,61878906,,,,
22,67541563,,,,
22,60873073,,,,
22,36565625,,,,
22,51046667,,,,
22,48776927,,,,
22,18102500,,,,
22,19312396,,,,
22,22175886,,,,
22,17513489,,,,
22,24467657,,,,
22,22974739,,,,
22,31671875,,,,
22,21540469,,,,
22,44650157,,,,
22,25238802,,,,
22,31835834,,,,
22,26593594,,,,
22,33771302,,,,
22,26754114,,,,
22,33218906,,,,
22,29241771,,,,
22,59905052,,,,
22,57839219,,,,
22,66322552,,,,
22,28095833,,,,
22,52407240,,,,
22,24938021,,,,
22,30624167,,,,
22,25285834,,,,
22,42259167,,,,
22,50900781,,,,
22,73590104,,,,
22,40771510,,,,
22,52722084,,,,
22,25977135,,,,
22,35411094,,,,
22,25569271,,,,
22,38832396,,,,
22,39489011,,,,
22,42263490,,,,
22,16572917,,,,
22,17445573,,,,
22,33903698,,,,
22,16445521,,,,
22,19977135,,,,
18,20957864,,,,
22,19898854,,,,
18,21853541,,,,
22,22571875,,,,
22,16146979,,,,
22,14559480,,,,
22,18582500,,,,
22,19145000,,,,
17,15230625,,,,
17,16262917,,,,
22,14866927,,,,
22,16907864,,,,
22,16767865,,,,
17,16618437,,,,
17,18871928,,,,
22,15075364,,,,
22,15576719,,,,
22,15270105,,,,
22,18728333,,,,
22,17677917,,,,
22,17735105,,,,
22,18243333,,,,
22,16455886,,,,
22,19120833,,,,
22,16938021,,,,
22,58681823,,,,
22,16739427,,,,
22,14896146,,,,
22,14051042,,,,
22,14160365,,,,
22,18065208,,,,
22,17158958,,,,
22,15154322,,,,
22,15763750,,,,
22,16479115,,,,
22,15657605,,,,
22,14195937,,,,
22,18107136,,,,
22,19984844,,,,
22,16870573,,,,
22,16984636,,,,
17,15462760,,,,
17,16241250,,,,
15,13715730,,,,
22,16035260,,,,
22,15974583,,,,
22,15943229,,,,
22,18496875,,,,
22,15227500,,,,
22,17697761,,,,
22,20452864,,,,
22,13861302,,,,
22,16995886,,,,
17,16502916,,,,
17,17912135,,,,
22,17164270,,,,
22,17249792,,,,
22,17196770,,,,
22,17845469,,,,
22,16166302,,,,
22,15345521,,,,
17,18159428,,,,
17,16156146,,,,
22,15369427,,,,
22,15788385,,,,
22,16935625,,,,
22,14887917,,,,
22,18543333,,,,
22,17068125,,,,
22,15606615,,,,
22,18829166,,,,
22,18447135,,,,
22,17494323,,,,
22,14627136,,,,
22,16957500,,,,
22,21918593,,,,
22,15883958,,,,
22,16905937,,,,
22,21292708,,,,
22,17118021,,,,
22,19562187,,,,
22,21116302,,,,
22,17442604,,,,
22,16753125,,,,
22,16543437,,,,
22,14213333,,,,
22,16868282,,,,
22,17350313,,,,
22,16685417,,,,
22,19137760,,,,
22,18520156,,,,
22,19050781,,,,
22,17045834,,,,
22,20515938,,,,
22,15783698,,,,
22,17570000,,,,
22,17874427,,,,
22,13996198,,,,
22,14036042,,,,
22,22478437,,,,
