quality,ts,
15,14262604,
15,18879010,
15,17861511,
15,14499687,
15,15134323,
15,13890833,
15,15367656,
15,15445781,
15,16476354,
15,15070208,
15,14616093,
15,19855260,
15,19087761,
15,14082812,
15,16043698,
15,15267240,
15,14765469,
15,19311354,
15,18191927,
15,19023958,
15,16746563,
15,15918646,
15,15397396,
15,14219479,
15,14977240,
15,14858698,
15,17148282,
15,19741459,
15,17109271,
15,16251667,
15,14441406,
15,16001823,
15,17122447,
15,22450781,
15,15837760,
15,14172187,
15,14496719,
15,15702656,
15,16803750,
15,14728334,
15,14251197,
15,17819479,
15,16012657,
15,17199479,
15,17105000,
15,16460730,
15,17288281,
15,16779114,
15,14222917,
15,13734532,
15,17975781,
15,19342917,
15,14738490,
15,16630156,
15,16737031,
15,15897448,
15,16228125,
15,15378125,
15,15628906,
15,14796146,
15,15460052,
15,14661250,
15,13979375,
15,14336198,
15,15727448,
15,14958854,
15,15617813,
15,14202969,
15,14324479,
15,18517604,
15,15735417,
15,15610521,
15,19760677,
15,20181302,
15,14564792,
15,20427864,
15,16730573,
15,21010677,
15,21015677,
15,15190416,
15,15884479,
15,17471198,
15,15654844,
15,18842188,
15,21480625,
15,16191875,
15,17113802,
15,18976771,
15,15398594,
15,14933490,
15,14540833,
15,14708489,
15,16382187,
15,17057344,
15,14616927,
15,14705625,
15,21016875,
15,17902761,
15,16860313,
15,17597500,
15,14968229,
15,16765886,
15,15872292,
15,19239062,
15,20502239,
15,20011093,
15,15395990,
15,13471823,
15,15458802,
15,21089062,
15,14820625,
15,14839948,
15,15271354,
15,15029792,
15,15960260,
15,14017657,
15,16179219,
15,15206563,
15,15945521,
15,14385521,
15,14951302,
15,16520000,
15,15115469,
15,18086094,
15,14936563,
15,14028489,
15,17985052,
15,17980313,
15,17580416,
15,15655260,
15,17080521,
15,17489010,
15,14089792,
15,17089375,
15,15592969,
15,17524584,
15,15751094,
15,14569844,
15,16030885,
15,16435625,
15,13662605,
15,18509114,
15,13683907,
15,14821511,
15,14929218,
15,14511615,
15,15330833,
15,20124688,
15,13783646,
15,15175521,
15,15391094,
15,14100990,
15,13459635,
15,13828021,
15,20503281,
15,13611771,
15,15865000,
15,16410416,
15,13850104,
15,14026354,
15,16960938,
15,13935156,
15,16170364,
15,14091719,
15,16196198,
15,14229115,
15,13928437,
15,15303854,
15,14716459,
15,15369636,
15,14300937,
15,14045208,
15,19695364,
15,15013542,
15,16749375,
15,14302083,
15,19415937,
15,13749375,
15,15367188,
15,15369635,
15,13836771,
15,15045104,
15,13748229,
15,14842552,
15,15404271,
15,15197291,
15,13713594,
15,14412916,
15,14524427,
15,14470572,
15,14160104,
15,15866041,
15,16231927,
15,14382239,
15,14328490,
15,20675938,
15,18596146,
15,13817395,
15,16774843,
15,14612708,
15,15365729,
15,16037604,
15,16023803,
15,15149792,
15,15603959,
15,15682188,
15,13859531,
15,18939948,
15,14699896,
15,18531145,
15,16551354,
15,14604687,
15,15191459,
15,18137083,
15,13943438,
15,15941250,
15,14589010,
15,19047761,
15,15456510,
15,14538021,
15,16501927,
15,14608229,
15,18947917,
15,14299688,
15,16749479,
15,15136250,
15,15312916,
15,16680573,
15,15167552,
15,14686146,
15,16694687,
15,14452656,
15,14663542,
15,13574584,
15,14511771,
15,15309792,
15,14474636,
15,18584583,
15,16930781,
15,17729688,
15,14482708,
15,15022969,
15,16171354,
15,15422760,
15,15079480,
15,14918489,
15,16653177,
15,14452604,
15,16179740,
15,15674427,
15,18071250,
15,14748803,
15,15253073,
15,18463854,
15,23427761,
15,16095885,
15,15324219,
15,18297187,
15,14865156,
15,16781406,
15,19426511,
15,15288542,
15,18198230,
15,15835625,
15,15666979,
15,24551511,
15,15788542,
15,18891563,
15,17154375,
15,15714844,
15,17587760,
15,19747553,
15,18480833,
15,14764010,
15,14951979,
15,17883281,
15,15416302,
15,15424844,
15,17102344,
15,14276406,
15,16344531,
15,15953906,
15,14552292,
15,15331354,
15,14968385,
15,14059687,
15,15168489,
15,15292813,
15,14035677,
15,20344636,
15,15889167,
15,14620625,
15,15478073,
15,15333542,
15,16263021,
15,16911562,
15,18625053,
15,14311459,
15,20710677,
15,14624688,
15,14882083,
15,14457813,
15,20325781,
15,15816927,
15,15077500,
15,13526510,
15,14165260,
15,15963333,
15,15555677,
15,13628021,
15,16507916,
15,14763229,
15,14181041,
15,15650573,
15,14240729,
15,19622656,
15,15418698,
15,16789635,
15,16786250,
15,15621562,
15,15645729,
15,14731198,
15,15405052,
15,16131146,
15,14019271,
15,15499271,
15,15768594,
15,14240000,
15,14885625,
15,17692292,
15,14690261,
15,14151511,
15,16704844,
15,18661042,
15,17090833,
15,14506250,
15,13676563,
15,15033906,
15,16333125,
15,15132813,
15,16028229,
15,15506510,
15,15317865,
15,14042188,
15,13881927,
15,18381667,
15,16644531,
15,14067084,
15,15072657,
15,17946770,
15,17811511,
15,16121510,
15,15140729,
15,19092552,
15,22526198,
15,15956719,
15,16195157,
15,15344010,
15,16491979,
15,16967969,
15,16512604,
15,14455834,
15,20371614,
15,17439896,
15,15524531,
15,15673594,
15,15715417,
15,22560573,
15,22681303,
15,16223125,
15,15403385,
15,15655208,
15,22452396,
15,15386198,
15,16505625,
15,15383281,
15,22308802,
15,20548281,
15,15724479,
15,14301980,
15,14441406,
15,15806041,
15,14392552,
15,16425052,
15,22872604,
15,14775625,
15,17150312,
15,15148646,
15,15115468,
15,16148959,
15,19534635,
15,14057968,
15,16522188,
15,15432031,
15,15691042,
15,14937188,
15,14980000,
15,15847084,
15,15200469,
15,15036250,
15,16117916,
15,15656875,
15,13588959,
15,17251510,
15,15086459,
15,15792812,
15,15896563,
15,15839271,
15,15555260,
15,14942604,
15,16526979,
15,15888437,
15,15643385,
15,14743177,
15,21775885,
15,14681250,
15,14609375,
15,23049532,
15,16332500,
15,14338958,
15,14430052,
15,16731459,
15,14115886,
15,14579740,
15,14896771,
15,14845417,
15,14218334,
15,15331719,
15,17876146,
15,18518645,
15,16798229,
15,14582396,
15,18386354,
15,13956615,
15,14806354,
15,15328386,
15,19435000,
15,16576510,
15,16022344,
15,18730677,
15,20421250,
15,17729531,
15,13985417,
15,18070261,
15,21315573,
15,14979531,
15,14583177,
15,18128229,
15,15195052,
15,14128854,
15,14487344,
15,14671458,
15,15543073,
15,15062968,
15,14478490,
15,15711511,
15,16011615,
15,20495886,
15,18372135,
15,15797344,
15,20423594,
15,17153438,
15,15106459,
15,15298750,
15,15511354,
15,14117187,
15,15061927,
15,13715834,
15,15482448,
15,14902135,
15,16292396,
15,23191979,
15,16866354,
15,14459843,
15,20457865,
15,15783385,
15,13800834,
15,20287396,
15,17912864,
15,14149219,
15,16219739,
15,14894063,
15,18950833,
15,22335208,
15,14227240,
15,14625208,
15,16790156,
15,15821250,
15,19055208,
15,17972760,
15,15159270,
15,18239584,
15,14322136,
15,14552656,
15,18982187,
15,19500104,
15,14334844,
15,14609479,
15,14424062,
15,15157448,
15,17363177,
15,15360312,
15,14720521,
15,17379322,
15,15710365,
15,15091094,
15,19121875,
15,17964740,
15,14202917,
15,15369479,
15,14420364,
15,15875156,
15,16486094,
15,15943541,
15,16927084,
15,15246875,
15,14456823,
15,14182188,
15,16123854,
15,16194063,
15,16952552,
15,15558125,
15,17533334,
15,16854791,
15,18694115,
15,17767344,
15,17665364,
15,14844844,
15,18206719,
15,15538490,
15,14483021,
15,14965469,
15,17695156,
15,14397656,
15,16281979,
15,15140000,
15,14685573,
15,14563073,
15,18452604,
15,16298802,
15,14797864,
15,13990573,
15,15203698,
15,15204166,
15,15325781,
15,15413646,
15,14480000,
15,14708020,
15,14064792,
15,17700364,
15,15506406,
15,16502448,
15,15716302,
15,15100938,
15,14605729,
15,15126823,
15,18332552,
15,15134583,
15,20084896,
15,13671250,
15,15490781,
15,15019531,
15,14989062,
15,14619740,
15,17157135,
15,16048021,
15,14777291,
15,15583750,
15,15938541,
15,14880209,
15,13854739,
15,15619375,
15,22441667,
15,16111406,
15,14610416,
15,14279531,
15,15569166,
15,16398125,
15,14058959,
15,15228178,
15,15687031,
15,18614531,
15,17316406,
15,15082969,
15,15033281,
15,16809740,
15,15864948,
15,16100729,
15,15858125,
15,14231719,
15,14685833,
15,15419635,
15,16013906,
15,16436041,
15,14727760,
15,15333073,
15,17666615,
15,17127083,
15,15604115,
15,16965521,
15,14066042,
15,16031822,
15,15998541,
15,20782031,
15,20042969,
15,16973021,
15,20374636,
15,18084687,
15,15227500,
15,16665573,
15,14412864,
15,14197396,
15,14730990,
15,14820677,
15,25796094,
15,17789843,
15,15430416,
15,17940521,
15,15615208,
15,15171979,
15,20596145,
15,16919479,
15,16375313,
15,21292188,
15,20535365,
15,16894740,
15,15033125,
15,14903958,
15,14849427,
15,14883385,
15,17539323,
15,16496562,
15,15039948,
15,14354219,
15,15007031,
15,14483698,
15,15295000,
15,15943230,
15,14501979,
15,16065209,
15,14400104,
15,17526719,
15,14757448,
15,14793438,
15,14625625,
15,14527084,
15,15619480,
15,22694063,
15,15406250,
15,17603802,
15,16395521,
15,14165521,
15,15588438,
15,16843281,
15,15792552,
15,15159688,
15,15940261,
15,20165677,
15,20761667,
15,15870364,
15,15552396,
15,14539947,
15,22132448,
15,16758958,
15,13423333,
15,14400208,
15,15409271,
15,14944531,
15,16537136,
15,14954480,
15,17160729,
15,14569375,
15,15525833,
15,13560885,
15,14847500,
15,15019740,
15,19792656,
15,16709062,
15,16085261,
15,14310990,
15,15432448,
15,14158438,
15,15520052,
15,15344270,
15,18605364,
15,15076146,
15,18278281,
15,15224167,
15,17508698,
15,16863229,
15,14746927,
15,20161198,
15,17272813,
15,19250989,
15,15595833,
15,21263958,
15,17376875,
15,17972187,
15,19087916,
15,15040521,
15,14199375,
15,22918281,
15,16842240,
15,17295625,
15,16543698,
15,16303385,
15,15171562,
15,17778125,
15,14369166,
15,17148334,
15,15253073,
15,14568333,
15,15914688,
15,14761250,
15,14749479,
15,16442656,
15,16683021,
15,14258230,
15,15377448,
15,14589479,
15,16858750,
15,16153438,
15,17158802,
15,15207552,
15,14619375,
15,15199219,
15,17360677,
15,14200365,
15,15680000,
15,16383125,
15,14729635,
15,15117083,
15,18698333,
15,14767708,
15,17313020,
15,15872656,
15,16545937,
15,14735000,
15,19530052,
15,16267656,
15,17906562,
15,17039844,
15,19237032,
15,18370417,
15,18077708,
15,16428386,
15,14364532,
15,14964999,
15,15660782,
15,18523334,
15,15963542,
15,19461041,
15,15391302,
15,16570834,
15,14521354,
15,18667709,
15,15065260,
15,19861563,
15,15955000,
15,15358438,
15,14901823,
15,17712761,
15,14369584,
15,18119062,
15,18710365,
15,16734427,
15,14456562,
15,16327343,
15,15796927,
15,20522968,
15,16870104,
15,16578178,
15,13880938,
15,19935833,
15,18922239,
15,16755938,
15,17142709,
15,19001458,
15,16373490,
15,15140105,
15,15322552,
15,15663333,
15,17733073,
15,18481145,
15,16663229,
15,18334375,
15,19499166,
15,21120417,
15,17985104,
15,18639062,
15,14388854,
15,16981510,
15,14859167,
15,15330261,
15,21235260,
15,20609948,
15,17392709,
15,20778542,
15,15125573,
15,14989323,
15,13697292,
15,13658958,
15,14925677,
15,15047604,
15,19512604,
15,17181927,
15,16471303,
15,14774010,
15,19546458,
15,16895365,
15,13507187,
15,19305365,
15,15523594,
15,19664375,
15,15412136,
15,13836093,
15,18049739,
15,13836458,
15,16508854,
15,16047136,
15,16440833,
15,13577448,
15,13819948,
15,15336250,
15,15982083,
15,18483750,
15,15833854,
15,17372813,
15,15924688,
15,19635105,
15,18814479,
15,16148333,
15,14365573,
15,13792240,
15,22138854,
15,16394375,
15,13460938,
15,15463802,
15,15164010,
15,14802396,
15,15136979,
15,16030990,
15,16044896,
15,15693594,
15,14379844,
15,15323646,
15,14082968,
15,17167760,
15,16603958,
15,15089167,
15,14831198,
15,14867083,
15,22678125,
15,19151614,
15,18903698,
15,18484636,
15,16221927,
15,15992500,
15,14952292,
15,14786250,
15,20123646,
15,14636197,
15,15621927,
15,15582865,
15,16219791,
15,17370781,
15,20452395,
15,17615782,
15,18622969,
15,16615520,
15,13933281,
15,16309896,
15,15271302,
15,17078489,
15,18064948,
15,14072917,
15,14392760,
15,17971511,
15,19591146,
15,14624427,
15,17987916,
15,21192656,
15,16623854,
15,17373281,
15,14905260,
15,14435313,
15,16356875,
15,17974688,
15,15385208,
15,19774219,
15,17686979,
15,19483281,
15,15515520,
15,20023802,
15,18240781,
15,15913542,
15,15608229,
15,15207656,
15,15189427,
15,14317969,
15,18381875,
15,15607812,
15,15454375,
15,14179583,
15,14402917,
15,15084271,
15,16732917,
15,17474427,
15,15440365,
15,14553281,
15,19692760,
15,15506094,
15,15371562,
15,19030105,
15,14632916,
15,19565730,
15,16192605,
15,13952552,
15,20810989,
15,18081927,
15,14091094,
15,14418646,
15,15468907,
15,16243281,
15,13561302,
15,13398541,
15,15221822,
15,14558907,
15,15772552,
15,14906875,
15,15812812,
15,19692344,
15,22975990,
15,14690052,
15,14546146,
15,19975469,
15,16487708,
15,16235677,
15,21353802,
15,13729062,
15,16565573,
15,15991563,
15,15180469,
15,17584479,
15,15397344,
15,15904739,
15,17213490,
15,15291563,
15,18241094,
15,15059010,
15,18814167,
15,14799063,
15,16123906,
15,16013906,
15,18616302,
15,24131094,
15,14784114,
15,19722292,
15,17379375,
15,14422760,
15,15161511,
15,15559062,
15,16496198,
15,15534479,
15,14352604,
15,16801563,
15,17371042,
15,18783021,
15,15679844,
15,15614167,
15,15061250,
15,14540990,
15,16878489,
15,14071354,
15,17100208,
15,15616927,
15,15176041,
15,13917031,
15,23137708,
15,18521770,
15,17081667,
15,17673854,
15,23156823,
15,15612500,
15,13862343,
15,15679635,
15,15841406,
15,17597761,
15,17380469,
15,14698437,
15,15362083,
15,15077187,
15,16477969,
15,16996458,
15,14294740,
15,23069167,
15,16888438,
15,14996250,
15,16903750,
15,15993490,
15,15380416,
15,15854011,
15,16098907,
15,16971667,
15,17448125,
15,16496719,
15,14679948,
15,16910573,
15,16921145,
15,15713073,
15,15986979,
15,15223594,
15,17020990,
15,14920052,
15,16077708,
15,18746094,
15,15945782,
15,15038750,
15,14852396,
15,16848229,
15,13750573,
15,15884167,
15,14087969,
15,13669479,
15,15477553,
15,21046979,
15,18655833,
15,15851250,
15,16326927,
15,15793542,
15,14446354,
15,13893282,
15,15223802,
15,21656042,
15,15109636,
15,18834479,
15,16756667,
15,15042083,
15,14986875,
15,17390729,
15,15120208,
15,15905521,
15,18283802,
15,16015157,
15,14706979,
15,14004219,
15,15960469,
15,15399219,
15,18701250,
15,15632135,
15,16566562,
15,14108594,
15,16697343,
15,15031354,
15,14574688,
15,14164636,
15,16441354,
15,15166354,
15,15705364,
15,15251250,
15,15383281,
15,15234323,
15,13259219,
15,14455417,
15,15207344,
15,18977761,
15,19956979,
15,16218281,
15,15745156,
15,19709219,
15,14105313,
15,15086354,
15,15721093,
15,15642709,
15,17964792,
15,17381823,
15,18464427,
15,14942917,
15,17723906,
15,16187135,
15,17056146,
15,16723906,
15,15371407,
15,20859636,
15,16374531,
15,16176145,
15,13331823,
15,20771198,
15,18593125,
15,25294219,
15,18201198,
15,16661875,
15,14150104,
15,14500261,
15,14818177,
15,16525260,
15,15437604,
15,14827031,
15,19225208,
15,19811979,
15,15208073,
15,13767760,
15,14912656,
15,16445469,
15,14155677,
15,16034271,
15,18519844,
15,19634636,
15,18061823,
15,14780365,
15,13820469,
15,19875573,
15,19954427,
15,21920677,
15,14214791,
15,14513229,
15,14738386,
15,17679948,
15,15409010,
15,17655157,
15,15113437,
15,20810573,
15,17671354,
15,18863593,
15,14170677,
15,15706198,
15,13988959,
15,15806823,
15,15864011,
15,15980729,
15,15440052,
15,15454635,
15,14068594,
15,15155313,
15,21535313,
15,15703750,
15,16597240,
15,15954895,
15,17749844,
15,14099322,
15,14312500,
15,15037344,
15,14840209,
15,18097552,
15,17862032,
15,14949895,
15,13922032,
15,13629010,
15,17505104,
15,17231511,
15,17086771,
15,15626770,
15,17327240,
15,15964323,
15,14237239,
15,18967344,
15,15050052,
15,13982343,
15,17945781,
15,14810261,
15,16298125,
15,22579844,
15,14121563,
15,15446562,
15,13342396,
15,17703021,
15,15261354,
15,15407396,
15,16675833,
15,15030885,
15,17052657,
15,14826979,
15,20046667,
15,14443437,
15,16806198,
15,14660885,
15,15537969,
15,15074323,
15,14211042,
15,14283333,
15,21758906,
15,14289740,
15,15139271,
15,17439375,
15,14096875,
15,18623802,
15,19286927,
15,19332604,
15,16321718,
15,15245729,
15,17205781,
15,15988489,
15,15612761,
15,16919062,
15,14683594,
15,18615990,
15,15711562,
15,13875938,
15,13612604,
15,17407709,
15,19063854,
15,14732292,
15,16284427,
15,15081979,
15,13619062,
15,17829166,
15,15827292,
15,16822031,
15,14765729,
15,14883229,
15,19383125,
15,15493750,
15,16213490,
15,14655677,
15,14674011,
15,15801302,
15,15034844,
15,14973073,
15,14741770,
15,15685937,
15,16011510,
15,15407760,
15,16218594,
15,19113073,
15,16458229,
15,13666771,
15,16787865,
15,20203490,
15,14599115,
15,16378594,
15,15176510,
15,14943438,
15,16355052,
15,20182968,
15,21206562,
15,14192239,
15,14836042,
15,20062760,
15,17227292,
15,15864687,
15,17911458,
15,14578125,
15,16435313,
15,13922448,
15,20429167,
15,16548802,
15,14811771,
15,15055261,
15,15910261,
15,14749531,
15,14139479,
15,17799428,
15,15918698,
15,15185052,
15,17617813,
15,14595052,
15,18903021,
15,19084375,
15,19708229,
15,19104583,
15,16349323,
15,17256614,
15,16363750,
15,17267240,
15,16348333,
15,16132813,
15,15199792,
15,16498646,
15,14327656,
15,15122864,
15,16376927,
15,18522708,
15,20023385,
15,14033750,
15,18056407,
15,16214740,
15,20787135,
15,14681354,
15,15278334,
15,18907031,
15,20151094,
15,19222135,
15,16629479,
15,15561145,
15,13545052,
15,17158959,
15,13774948,
15,15807343,
15,15655417,
15,21022917,
15,15627240,
15,15486459,
15,15181302,
15,17494167,
15,19684063,
15,15445729,
15,15432448,
15,14845834,
15,14069375,
15,15170209,
15,20651146,
15,18918281,
15,15219271,
15,14936198,
15,14128854,
15,18401302,
15,15434375,
15,15706615,
15,14673021,
15,17008333,
15,18431875,
15,19579584,
15,14588542,
15,14024115,
15,15799062,
15,15788750,
15,15217656,
15,16162448,
15,16431302,
15,13369792,
15,15915417,
15,17953802,
15,14869427,
15,17100209,
15,16187916,
15,14416250,
15,14751771,
15,15204948,
15,21627604,
15,14288229,
15,15434740,
15,16792136,
15,14650572,
15,16231354,
15,14039011,
15,18541927,
15,16333281,
15,15937292,
15,15116823,
15,17481615,
15,15944792,
15,19443906,
15,16531250,
15,17199167,
15,15205469,
15,16072083,
15,15937187,
15,18479948,
15,14377865,
15,17834635,
15,16511980,
15,14651094,
15,16001718,
15,15881458,
15,18370104,
15,14943230,
15,15190260,
15,22370469,
15,19889531,
15,16891979,
15,15193021,
15,14711146,
15,16431927,
15,14004010,
15,17382969,
15,18669011,
15,18990938,
15,15025990,
15,21085886,
15,18584011,
15,14039271,
15,14876250,
15,19349219,
15,20554791,
15,16761042,
15,14378750,
15,14693073,
15,16638542,
15,15968489,
15,17106667,
15,16422604,
15,17151302,
15,17094114,
15,16091615,
15,15162343,
15,15820573,
15,15185417,
15,16055208,
15,17872708,
15,15145313,
15,13903177,
15,15255521,
15,15680052,
15,16132552,
15,15744740,
15,14309895,
15,18830886,
15,13954114,
15,20017031,
15,19312552,
15,14643386,
15,22172916,
15,18275886,
15,19914062,
15,14451146,
15,17588021,
15,17641562,
15,15891406,
15,15325573,
15,14413125,
15,16065834,
15,21190105,
15,18249375,
15,19858281,
15,15953282,
15,15379948,
15,14159896,
15,14210729,
15,16966614,
15,16694062,
15,15493906,
15,18408229,
15,16962969,
15,16533437,
15,15220520,
15,14408542,
15,15653438,
15,16549583,
15,17568698,
15,15516928,
15,15415885,
15,15522032,
15,16325781,
15,18878385,
15,21795834,
15,15870885,
15,18308802,
15,15503437,
15,17027136,
15,16885261,
15,15219948,
15,16280573,
15,22814011,
15,15373333,
15,16802916,
15,15827083,
15,14451510,
15,18082084,
15,15320677,
15,16988281,
15,16991145,
15,16775052,
15,17920729,
15,15079218,
15,18721771,
15,15117448,
15,18102292,
15,15131094,
15,17932604,
15,18247031,
15,21171875,
15,14566979,
15,19429948,
15,19227136,
15,19768230,
15,18101511,
15,19812031,
15,16047083,
15,19245885,
15,16719010,
15,15680000,
15,14912083,
15,17876511,
15,22872656,
15,17564115,
15,16430521,
15,17957865,
15,19501615,
15,17708178,
15,15936927,
15,19577708,
15,15070625,
15,17936718,
15,17122343,
15,16297865,
15,16621511,
15,23151927,
15,17619323,
15,13300938,
15,14954167,
15,19457708,
15,16125729,
15,15171667,
15,20777084,
15,15860625,
15,16276042,
15,16642448,
15,17276563,
15,14986094,
15,17028281,
15,15571771,
15,14897604,
15,15067448,
15,15446562,
15,16976458,
15,15400000,
15,15288021,
15,14952083,
15,13671145,
15,15734843,
15,12781042,
15,16124219,
15,14848073,
15,18008229,
15,17113437,
15,14316771,
15,16341563,
15,18392761,
15,14188854,
15,15610052,
15,17216406,
15,15192760,
15,17548593,
15,14536094,
15,17106355,
15,15663438,
15,16610053,
15,15646875,
15,16240157,
15,13693907,
15,14602604,
15,17076042,
15,19761354,
15,19545312,
15,18166667,
15,15220938,
15,14186459,
15,19449166,
15,14669322,
15,18578073,
15,15959896,
15,15590208,
15,16117552,
15,14030886,
15,17499166,
15,20176563,
15,16350937,
15,15779166,
15,16346094,
15,15070885,
15,13707395,
15,14867083,
15,16901615,
15,22319531,
15,14974584,
15,14669480,
15,15687604,
15,15663281,
15,14749636,
15,14985573,
15,14698698,
15,16174895,
15,19631979,
15,14984739,
15,17589531,
15,19423385,
15,18015208,
15,16461406,
15,18606875,
15,16976615,
15,19255937,
15,14683334,
15,14424792,
15,20341615,
15,16524323,
15,19028281,
15,16200312,
15,20546979,
15,14294323,
15,17173282,
15,15567292,
15,14913750,
15,16032656,
15,17670156,
15,18347761,
15,15400053,
15,14175313,
15,17534896,
15,20547865,
15,17699948,
15,16113750,
15,14303698,
15,13815000,
15,15089791,
15,17569479,
15,17040365,
15,17995156,
15,25092031,
15,17197761,
15,15607865,
15,14628750,
15,14160521,
15,16699323,
15,14434531,
15,15917708,
15,18738802,
15,19169114,
15,15467396,
15,18083282,
15,19517812,
15,18916771,
15,18808021,
15,15847396,
15,15803229,
15,14124688,
15,16572135,
15,15459375,
15,16608281,
15,15174739,
15,15694948,
15,15654010,
15,14661667,
15,15793021,
15,14771927,
15,15454531,
15,16078333,
15,16667657,
15,16444739,
15,14900573,
15,14076458,
15,18041614,
15,18442813,
15,15813489,
15,16349479,
15,18860729,
15,22698229,
15,16756302,
15,15260938,
15,15635833,
15,14851823,
15,19710885,
15,23708021,
15,16228281,
15,15584479,
15,18343021,
15,16172239,
15,15551093,
15,16096093,
15,13917708,
15,14227240,
15,16417083,
15,15271875,
15,18337812,
15,15963333,
15,19210000,
15,16579010,
15,16257916,
15,20632239,
15,13581927,
15,13561718,
15,21993438,
15,15507083,
15,20307500,
15,14101511,
15,15336979,
15,13942031,
15,17562239,
15,18471927,
15,15831563,
15,16262813,
15,15231927,
15,14547187,
15,20728802,
15,16081406,
15,17490469,
15,18507760,
15,18719010,
15,19755834,
15,17267136,
15,14152656,
15,19434063,
15,14951823,
15,16341250,
15,13596823,
15,17330364,
15,15562292,
15,16143959,
15,15015573,
15,14673073,
15,17795052,
15,15966666,
15,15644479,
15,15140104,
15,15439843,
15,14672448,
15,14573021,
15,15322604,
15,15388958,
15,18194583,
15,14978541,
15,14603698,
15,16378073,
15,14000157,
15,20209792,
15,15686093,
15,18231927,
15,13329114,
15,14685208,
15,19620260,
15,17452968,
15,17190469,
15,17734480,
15,15939896,
15,14144115,
15,14358646,
15,16461406,
15,16922083,
15,15067656,
15,13729479,
15,14075886,
15,18311562,
15,14423645,
15,19456667,
15,16048281,
15,19434011,
15,16054687,
15,15637604,
15,15988489,
15,16904479,
15,15450313,
15,15404844,
15,13977344,
15,16773385,
15,19683333,
15,13551354,
15,15151250,
15,17190157,
15,15844270,
15,13716562,
15,15128907,
15,15007708,
15,15041146,
15,20286979,
15,14197604,
15,15170885,
15,13626406,
15,16569479,
15,14951667,
15,14508542,
15,17373750,
15,16903125,
15,19573802,
15,15652448,
15,14960417,
15,16496615,
15,15292917,
15,16024687,
15,16633334,
15,20287604,
15,19146771,
15,20095000,
15,16640937,
15,16749062,
15,17703021,
15,22407605,
15,15352605,
15,14976355,
15,15219375,
15,16628177,
15,18858802,
15,18171979,
15,14148958,
15,17024114,
15,18764427,
15,16044115,
15,15196302,
15,13949271,
15,16439895,
15,14153438,
15,15497396,
15,18578854,
15,14924792,
15,15410261,
15,19618281,
15,16359271,
15,20266667,
15,17420052,
15,14318229,
15,15031615,
15,15774323,
15,15221823,
15,16333907,
15,14619479,
15,22880313,
15,22736146,
15,19423594,
15,17112135,
15,18315208,
15,14181562,
15,21255886,
15,15141927,
15,19812968,
15,19257343,
15,14078334,
15,14135573,
15,16305156,
15,15649219,
15,16072500,
15,19209948,
15,17458959,
15,15111406,
15,14138958,
15,15773854,
15,14131823,
15,15046041,
15,15438073,
15,14296302,
15,16794010,
15,14380938,
15,17922864,
15,16665885,
15,15047812,
15,13741927,
15,15398854,
15,17040781,
15,19682708,
15,15949792,
15,18195156,
15,14786407,
15,16540209,
15,17916458,
15,18632240,
15,15814844,
15,22421823,
15,18816094,
15,15029844,
15,15844427,
15,18491511,
15,15498541,
15,16281094,
15,16100052,
15,18680677,
15,16208230,
15,22553750,
15,15556354,
15,16058541,
15,16058958,
15,14465208,
15,15504114,
15,16261562,
15,14833802,
15,17825625,
15,14825521,
15,16104688,
15,15129896,
15,30041250,
15,15579271,
15,14476354,
15,14521354,
15,15420990,
15,20113958,
15,16275886,
15,15455468,
15,16947916,
15,13840625,
15,16415677,
15,14961041,
15,15761614,
15,15000313,
15,17361979,
15,14813541,
15,14324896,
15,16688386,
15,15665573,
15,15140052,
15,14575729,
15,17371146,
15,15018802,
15,14087083,
15,13537969,
15,17265521,
15,15606770,
15,16307291,
15,14107396,
15,15745157,
15,14142031,
15,19762656,
15,17349740,
15,13817709,
15,15837968,
15,14446719,
15,16181510,
15,13998281,
15,14915834,
15,14387448,
15,16810105,
15,16117864,
15,18922605,
15,16883803,
15,13949375,
15,15930937,
15,14646666,
15,17356042,
15,16820990,
15,19529427,
15,14197969,
15,16447657,
15,14356823,
15,16116666,
15,19145156,
15,16107500,
15,13367552,
15,14563489,
15,14308698,
15,21187969,
15,18559584,
15,18648073,
15,20205104,
15,15341354,
15,15787812,
15,17121666,
15,15132083,
15,14979375,
15,15821355,
15,15746458,
15,20889115,
15,18693177,
15,21488177,
15,19675156,
15,19638697,
15,20399531,
15,15779115,
15,17651562,
15,18268802,
15,13584271,
15,13602344,
15,14592083,
15,15955104,
15,14938750,
15,18985625,
15,15117604,
15,16443177,
15,15798541,
15,13628645,
15,15518698,
15,16495625,
15,15820782,
15,15839219,
15,16673698,
15,19590521,
15,16132135,
15,13754896,
15,15959427,
15,18034947,
15,14133489,
15,18030625,
15,21028906,
15,18650677,
15,17700625,
15,16970104,
15,14704011,
15,14859219,
15,17119010,
15,16715156,
15,15411250,
15,18859844,
15,17346563,
15,16620573,
15,13417448,
15,15717605,
15,15135886,
15,15005833,
15,20434270,
15,17112813,
15,16613906,
15,17282969,
15,16415886,
15,14081719,
15,16858541,
15,16870572,
15,18847865,
15,13665521,
15,17716354,
15,14917917,
15,14276354,
15,14717499,
15,15573073,
15,16332083,
15,14377136,
15,19999948,
15,15620260,
15,14478021,
15,15336094,
15,20467031,
15,15551979,
15,17200104,
15,15561666,
15,15610885,
15,21083229,
