quality,ts,
15,16137500,
15,14610521,
15,15476042,
15,15751041,
15,15931770,
15,15788125,
15,19926094,
15,17359740,
15,17089895,
15,15841042,
15,14340416,
15,19270052,
15,13369687,
15,14873802,
15,16372396,
15,14074010,
15,14832448,
15,17016458,
15,14568802,
15,18388281,
15,15498958,
15,14767761,
15,14813750,
15,16182656,
15,15855052,
15,14399219,
15,19030208,
15,15252500,
15,14909844,
15,16450105,
15,15147604,
15,22386354,
15,15768489,
15,14125729,
15,20415416,
15,15371927,
15,15604218,
15,15764479,
15,14610781,
15,15593073,
15,17364636,
15,13378750,
15,14789219,
15,14566823,
15,15347761,
15,14200625,
15,14575678,
15,18189740,
15,13956093,
15,16256771,
15,18070416,
15,14002292,
15,14724375,
15,15805989,
15,15317448,
15,17199427,
15,15621667,
15,15223333,
15,13980208,
15,15629062,
15,14819792,
15,17197500,
15,17132761,
15,15407448,
15,15353698,
15,18128333,
15,18245625,
15,17993334,
15,14886406,
15,17683021,
15,17130365,
15,17796302,
15,17667239,
15,15637395,
15,14662969,
15,19187657,
15,15045573,
15,17418698,
15,16721875,
15,14384844,
15,15710000,
15,17418229,
15,14956042,
15,18257344,
15,14793281,
15,16450468,
15,15115312,
15,19292761,
15,15968177,
15,18459531,
15,15124479,
15,15396041,
15,14955261,
15,18958542,
15,15080416,
15,16182343,
15,13979323,
15,14829740,
15,14697552,
15,17891093,
15,20619636,
15,15259948,
15,15175104,
15,15373854,
15,16336719,
15,14136042,
15,14358125,
15,16827760,
15,17653437,
15,14329010,
15,21177187,
15,15153802,
15,15866510,
15,19976927,
15,14651459,
15,18159114,
15,16487916,
15,15681041,
15,16674271,
15,17579896,
15,15145937,
15,18267604,
15,15741250,
15,14710729,
15,17381979,
15,14481146,
15,15278854,
15,15226250,
15,23091458,
15,21260052,
15,17953230,
15,18291510,
15,14414635,
15,14816146,
15,16980573,
15,18075313,
15,14400833,
15,16600781,
15,14085313,
15,16138333,
15,15525990,
15,15488594,
15,26914636,
15,14105261,
15,18370625,
15,14922187,
15,15454895,
15,16709688,
15,18235938,
15,15841614,
15,17684427,
15,15993489,
15,15161250,
15,16810000,
15,13872084,
15,16653177,
15,18935885,
15,17918385,
15,17640469,
15,15471562,
15,18364531,
15,15150156,
15,14850833,
15,18968438,
15,16379948,
15,15060312,
15,15333229,
15,14633437,
15,14715416,
15,14515261,
15,16042239,
15,14108802,
15,15938073,
15,14205625,
15,15569531,
15,15696042,
15,15407708,
15,14657448,
15,21314583,
15,17029584,
15,22027344,
15,18668542,
15,15880885,
15,17605156,
15,16349010,
15,15160573,
15,25123958,
15,14883282,
15,14284583,
15,14268750,
15,18811146,
15,15374896,
15,14375989,
15,15083802,
15,14377917,
15,13946250,
15,15558073,
15,16067656,
15,15335365,
15,15811198,
15,15172396,
15,13832813,
15,14470834,
15,13880312,
15,14618906,
15,19731510,
15,16760312,
15,17971563,
15,16666562,
15,17103958,
15,16938073,
15,15258906,
15,14420729,
15,15741771,
15,16503854,
15,13905365,
15,14280677,
15,14298645,
15,15727812,
15,14076354,
15,19562448,
15,16031667,
15,17181146,
15,18881667,
15,15139167,
15,16099948,
15,15711979,
15,15134583,
15,14326614,
15,15252448,
15,14761406,
15,15865937,
15,14740782,
15,16648333,
15,15517395,
15,15009063,
15,13755157,
15,18895782,
15,21345000,
15,20882969,
15,19158698,
15,15017239,
15,14632239,
15,17707865,
15,19614740,
15,15851354,
15,13136042,
15,14709584,
15,14940260,
15,14779844,
15,18627657,
15,14102500,
15,13839480,
15,19362969,
15,21113958,
15,15591823,
15,15199895,
15,17330677,
15,16538281,
15,15299166,
15,15101927,
15,19189896,
15,18392969,
15,16287084,
15,15380886,
15,15910573,
15,15706302,
15,17314114,
15,14782760,
15,15915885,
15,14964167,
15,14484583,
15,19292291,
15,16758438,
15,15467760,
15,14471979,
15,17330052,
15,19140208,
15,17057917,
15,14990364,
15,16246250,
15,15607500,
15,16544167,
15,15345104,
15,14890052,
15,19560885,
15,19219844,
15,15937135,
15,17048021,
15,15983593,
15,16209219,
15,19289688,
15,15592708,
15,16622657,
15,16726354,
15,14570209,
15,14759062,
15,16275104,
15,16963386,
15,25350520,
15,16123281,
15,16244427,
15,15151355,
15,14933854,
15,18058594,
15,16546146,
15,16706823,
15,14525625,
15,14416823,
15,22115156,
15,18331146,
15,20750468,
15,16646511,
15,16488229,
15,16593177,
15,20065417,
15,17407656,
15,16319480,
15,15788125,
15,16466094,
15,14999115,
15,15338802,
15,17250313,
15,19667812,
15,16162708,
15,15663073,
15,14144531,
15,15768490,
15,15136510,
15,15528854,
15,14093594,
15,20965261,
15,18301354,
15,13888281,
15,16098854,
15,16282239,
15,14144635,
15,15938854,
15,15287865,
15,16013177,
15,16643594,
15,25435469,
15,23989219,
15,24036562,
15,14266406,
15,18764219,
15,22324636,
15,15165260,
15,14415312,
15,18674584,
15,17286302,
15,15492031,
15,17510053,
15,14475573,
15,14205833,
15,16132500,
15,15348073,
15,16778437,
15,14855886,
15,15216667,
15,15183490,
15,17081563,
15,16616354,
15,16668646,
15,15053490,
15,16487396,
15,16722917,
15,15598542,
15,17678177,
15,17314479,
15,17580573,
15,16389948,
15,15873281,
15,16221980,
15,15399063,
15,20709844,
15,19444583,
15,17916041,
15,16479010,
15,15575261,
15,16040573,
15,16553229,
15,14718177,
15,15672240,
15,15791979,
15,16473490,
15,14608802,
15,19731562,
15,16976875,
15,17069584,
15,16127083,
15,16237917,
15,15265261,
15,15122500,
15,14654063,
15,16629687,
15,16730052,
15,16697344,
15,16749427,
15,16713959,
15,15286458,
15,14872761,
15,17010260,
15,16052187,
15,15175937,
15,15651927,
15,17745052,
15,14054375,
15,15902136,
15,15351875,
15,17287812,
15,19175312,
15,16529166,
15,17253333,
15,15049740,
15,15038230,
15,19294948,
15,23355885,
15,16093021,
15,15519271,
15,16136354,
15,15149375,
15,15931250,
15,17664114,
15,19526979,
15,18264479,
15,18080781,
15,15959844,
15,15042240,
15,17082760,
15,15484532,
15,14190156,
15,15212083,
15,14745469,
15,19855834,
15,16383698,
15,15594062,
15,15480104,
15,14474531,
15,14194687,
15,16244375,
15,17692188,
15,16185885,
15,15909063,
15,16550677,
15,15773750,
15,14824167,
15,17244531,
15,15751198,
15,16431146,
15,15935000,
15,16730677,
15,14740208,
15,16476093,
15,15331302,
15,13847448,
15,14668490,
15,19230260,
15,15746146,
15,21563802,
15,15741666,
15,21532657,
15,16805885,
15,20424479,
15,16698438,
15,19915989,
15,17857917,
15,17076563,
15,14472448,
15,15457135,
15,15325520,
15,15728594,
15,15076510,
15,21687760,
15,17100573,
15,15519688,
15,21368490,
15,19835677,
15,14864115,
15,15436614,
15,16402760,
15,15574792,
15,16630937,
15,17870625,
15,15981823,
15,14512969,
15,18884010,
15,16240833,
15,16384531,
15,20225052,
15,18235833,
15,14862812,
15,17084792,
15,17978594,
15,15957396,
15,13786875,
15,14365989,
15,18685156,
15,16506042,
15,14296823,
15,16111562,
15,17799219,
15,14548489,
15,14885729,
15,20130781,
15,24353333,
15,15467709,
15,14870209,
15,17922709,
15,27503282,
15,21303229,
15,14444219,
15,15235677,
15,15759063,
15,16276354,
15,16307448,
15,14954323,
15,23780000,
15,17821615,
15,14701875,
15,18022656,
15,17735104,
15,15246718,
15,17715625,
15,19023177,
15,16390156,
15,16856511,
15,15099427,
15,14690261,
15,16310312,
15,17996406,
15,16515885,
15,15441979,
15,14401406,
15,18940208,
15,15656562,
15,22234323,
15,17224480,
15,15841771,
15,15250052,
15,16002916,
15,14639584,
15,18235677,
15,15320052,
15,17797396,
15,16189479,
15,16121146,
15,13829740,
15,19730104,
15,18671406,
15,14544323,
15,14572084,
15,15224740,
15,14478021,
15,19247656,
15,15626094,
15,17817500,
15,15890573,
15,16792083,
15,14319687,
15,16770937,
15,14028021,
15,14650886,
15,17676302,
15,25385781,
15,14322188,
15,15950833,
15,18201875,
15,15255000,
15,15551302,
15,15393750,
15,14573489,
15,16240886,
15,17120729,
15,16917188,
15,15562343,
15,17931875,
15,14644010,
15,16398594,
15,14563281,
15,16601875,
15,16008541,
15,17864636,
15,16454532,
15,16287708,
15,16462916,
15,18203854,
15,16867084,
15,13701719,
15,15013230,
15,16856094,
15,15547136,
15,17488750,
15,15667709,
15,17255365,
15,19140468,
15,18778489,
15,15066198,
15,15802292,
15,19052187,
15,16500521,
15,15688645,
15,16106823,
15,14228125,
15,17592396,
15,16438334,
15,14052084,
15,15969479,
15,22026719,
15,14710729,
15,15870677,
15,15545573,
15,15899063,
15,14699062,
15,14961615,
15,14392500,
15,16922240,
15,15231822,
15,17013177,
15,13656770,
15,16565260,
15,15306667,
15,17459479,
15,16310052,
15,14551823,
15,17949167,
15,14893229,
15,16140886,
15,16133802,
15,16617865,
15,15151042,
15,17865677,
15,14727552,
15,16739114,
15,17510417,
15,16862708,
15,19205573,
15,17519062,
15,17193021,
15,17443750,
15,15318802,
15,15963646,
15,15614219,
15,16464844,
15,19491354,
15,16761719,
15,16969010,
15,15507656,
15,16817917,
15,15689323,
15,14906927,
15,14236458,
15,17131928,
15,14504010,
15,14570157,
15,17637916,
15,20999427,
15,13720104,
15,16732187,
15,15245417,
15,18801615,
15,17519584,
15,14556615,
15,18606093,
15,16215729,
15,13466927,
15,15471667,
15,14988542,
15,15610625,
15,18442812,
15,17565105,
15,14850260,
15,14678489,
15,16969844,
15,15101927,
15,18219375,
15,14392136,
15,14091198,
15,15398385,
15,14830834,
15,15428333,
15,14503750,
15,16822813,
15,15659896,
15,16760209,
15,15885468,
15,16879270,
15,16567865,
15,16126146,
15,17383802,
15,14860105,
15,13859010,
15,21148750,
15,17186354,
15,16262864,
15,16092709,
15,14541094,
15,17548594,
15,17612032,
15,16695572,
15,14340521,
15,20304792,
15,15122500,
15,15402604,
15,15575781,
15,20596771,
15,15629948,
15,18587031,
15,16209844,
15,15131615,
15,15919375,
15,15983333,
15,14458333,
15,14749583,
15,15399739,
15,15661875,
15,15944479,
15,16303333,
15,16219271,
15,17937084,
15,15299219,
15,15835990,
15,14667656,
15,16761407,
15,15088907,
15,18449792,
15,15600677,
15,15821198,
15,21538542,
15,17963281,
15,14544844,
15,16033177,
15,15836771,
15,16125989,
15,15548594,
15,14252760,
15,16272761,
15,14212916,
15,18233489,
15,15180573,
15,15922448,
15,14446250,
15,14801666,
15,13985417,
15,16955677,
15,13866302,
15,13778646,
15,14947292,
15,17829167,
15,14436718,
15,18310886,
15,15914063,
15,18068594,
15,14903802,
15,14768177,
15,15394947,
15,14946458,
15,15044636,
15,18557447,
15,16033542,
15,14918959,
15,14184063,
15,18794583,
15,14381875,
15,16495781,
15,15141563,
15,15737084,
15,14407291,
15,16319375,
15,14133906,
15,18222760,
15,14063959,
15,16018021,
15,13973542,
15,19939323,
15,15649531,
15,16106562,
15,19577656,
15,16437500,
15,17346667,
15,15206354,
15,16924375,
15,15610261,
15,16217135,
15,16392135,
15,15254218,
15,16516406,
15,14302605,
15,15981198,
15,16968282,
15,21663021,
15,21360782,
15,20266979,
15,14443490,
15,20315625,
15,15743802,
15,15226719,
15,20454531,
15,16605208,
15,17528906,
15,15670417,
15,14049531,
15,16629219,
15,15645782,
15,14984323,
15,14774739,
15,14852969,
15,19139375,
15,14600625,
15,15499584,
15,19309166,
15,15206510,
15,14785573,
15,19431250,
15,16293750,
15,14960573,
15,23139844,
15,16652656,
15,14959740,
15,16486927,
15,15369896,
15,14256302,
15,16763958,
15,13925208,
15,17151146,
15,15848854,
15,15740416,
15,20338177,
15,15240573,
15,14538802,
15,16073021,
15,17346302,
15,16061354,
15,15571250,
15,18003177,
15,17367604,
15,16458125,
15,14642500,
15,22680886,
15,17401093,
15,14685156,
15,15575886,
15,16091042,
15,14657812,
15,15084218,
15,13978333,
15,16157396,
15,15697448,
15,21192813,
15,14618385,
15,13523594,
15,16039532,
15,14678489,
15,14889791,
15,16284948,
15,16443802,
15,16991042,
15,13658646,
15,16028698,
15,16793541,
15,16665364,
15,14844218,
15,23829844,
15,22131302,
15,19539636,
15,15632969,
15,17212500,
15,16301927,
15,14939532,
15,14913541,
15,17509375,
15,14876146,
15,16379323,
15,15635416,
15,14489115,
15,14662604,
15,16728594,
15,14434115,
15,15489427,
15,18016355,
15,15628750,
15,15151875,
15,14754583,
15,16146979,
15,15667813,
15,14399948,
15,14534687,
15,16312709,
15,14449896,
15,14362604,
15,15717553,
15,15407292,
15,14862812,
15,17113646,
15,16296719,
15,15756718,
15,16736615,
15,15763646,
15,15401042,
15,16540833,
15,14370052,
15,16824427,
15,14865468,
15,15954947,
15,15083177,
15,14308594,
15,14492031,
15,14755781,
15,18831615,
15,16620156,
15,14937500,
15,18954843,
15,17443906,
15,15177240,
15,15211511,
15,15500156,
15,15590156,
15,15480833,
15,17073177,
15,16178594,
15,16373125,
15,14271302,
15,17133281,
15,13771875,
15,16818646,
15,14230677,
15,14241042,
15,18043958,
15,14182708,
15,21024480,
15,18635104,
15,15897500,
15,14200260,
15,15022812,
15,19025468,
15,14356875,
15,13884739,
15,16717448,
15,15228490,
15,13484532,
15,14122760,
15,14549323,
15,14102865,
15,14198073,
15,13543958,
15,16025677,
15,16790052,
15,16583229,
15,15846771,
15,15949584,
15,15401250,
15,15021355,
15,16171093,
15,14361458,
15,16462605,
15,14302812,
15,18022240,
15,15239166,
15,16990365,
15,14708646,
15,15009948,
15,14457344,
15,14908333,
15,15769896,
15,15812864,
15,17350730,
15,15003333,
15,14348438,
15,18578281,
15,17318750,
15,14864948,
15,15721719,
15,14956667,
15,15463021,
15,21972917,
15,16369218,
15,17859635,
15,14816719,
15,15930312,
15,16548177,
15,19724218,
15,17846823,
15,14769115,
15,14885052,
15,15882865,
15,15897188,
15,16309792,
15,15434271,
15,18166406,
15,16805312,
15,15715729,
15,16408177,
15,13821875,
15,14802135,
15,17763438,
15,14167084,
15,13986458,
15,20364791,
15,15546406,
15,15972396,
15,19869271,
15,16749583,
15,15660521,
15,16039532,
15,14762657,
15,18685625,
15,15205990,
15,20454218,
15,14492604,
15,18051927,
15,18436875,
15,16261042,
15,16830364,
15,17097500,
15,15392864,
15,14635729,
15,16011041,
15,15137500,
15,14438646,
15,20641771,
15,18672968,
15,14431718,
15,15595417,
15,15902187,
15,14163385,
15,21999323,
15,14870885,
15,16829896,
15,20713333,
15,15960833,
15,18657813,
15,16174896,
15,19813437,
15,16951198,
15,15286302,
15,15691771,
15,15850312,
15,15071354,
15,15833281,
15,20833958,
15,17090989,
15,18376511,
15,14676927,
15,16431303,
15,15686302,
15,16482343,
15,17622448,
15,15415937,
15,16477239,
15,16613282,
15,16535208,
15,18386875,
15,16690730,
15,15662083,
15,18786198,
15,16497448,
15,14410417,
15,17116615,
15,16154688,
15,13770417,
15,15663906,
15,15859323,
15,15943646,
15,18677969,
15,16046667,
15,14593125,
15,16903489,
15,15112448,
15,14383594,
15,17110417,
15,21153646,
15,13862448,
15,18383021,
15,16000313,
15,15181354,
15,15183490,
15,14096198,
15,19104167,
15,15372656,
15,17535886,
15,17333437,
15,13636355,
15,16356198,
15,15652135,
15,15190573,
15,16462396,
15,14913282,
15,21977188,
15,16485468,
15,16608542,
15,13850104,
15,17608906,
15,13654896,
15,14389010,
15,16663489,
15,20281406,
15,15987500,
15,16772917,
15,17185052,
15,16001198,
15,13904687,
15,14566302,
15,14741614,
15,16529062,
15,15061406,
15,17307968,
15,14750000,
15,14185416,
15,13986511,
15,17432812,
15,17805573,
15,16112969,
15,16098854,
15,16842344,
15,16721718,
15,16531354,
15,21893229,
15,16462188,
15,16880313,
15,15677292,
15,15161927,
15,18596355,
15,16452187,
15,15058959,
15,15455572,
15,14741823,
15,15706302,
15,16323073,
15,16298282,
15,15827552,
15,14548386,
15,15116875,
15,17126979,
15,17160729,
15,16122396,
15,23085312,
15,16180000,
15,16941094,
15,16190469,
15,22855260,
15,15624948,
15,14119115,
15,20158229,
15,16017917,
15,17366459,
15,15090677,
15,15629479,
15,13590052,
15,17238906,
15,15160937,
15,14519532,
15,15646563,
15,14469531,
15,14019063,
15,15916407,
15,15631302,
15,14546510,
15,14927240,
15,15715729,
15,14977656,
15,17947292,
15,14994739,
15,16527187,
15,15460937,
15,15049114,
15,17073125,
15,16874375,
15,15177448,
15,15298542,
15,15188229,
15,14071094,
15,15041719,
15,16310417,
15,17026823,
15,16781979,
15,15096510,
15,14769583,
15,14938906,
15,14728334,
15,14465781,
15,15530261,
15,14696511,
15,13934531,
15,15795625,
15,16001458,
15,14266666,
15,13599062,
15,14575260,
15,15030625,
15,17531771,
15,15039219,
15,16436718,
15,14959791,
15,15036615,
15,20273489,
15,14308490,
15,14769427,
15,14697969,
15,14920261,
15,16244062,
15,18550833,
15,16432188,
15,17175729,
15,16215677,
15,15080989,
15,14445417,
15,14628281,
15,14666511,
15,15591093,
15,15216406,
15,15617188,
15,16142605,
15,14386563,
15,15962135,
15,15901042,
15,15704636,
15,16572812,
15,16030469,
15,15879895,
15,13489270,
15,16777500,
15,14017031,
15,13957344,
15,14758021,
15,15738490,
15,15430886,
15,14147656,
15,15184687,
15,15066510,
15,15537083,
15,13978125,
15,17982448,
15,14850261,
15,17775000,
15,15035052,
15,15565000,
15,19990364,
15,16845261,
15,14450781,
15,14332656,
15,16098438,
15,14965000,
15,14546771,
15,15415208,
15,14359062,
15,19387084,
15,14016928,
15,14815938,
15,15825052,
15,16142448,
15,16124323,
15,17178281,
15,15178177,
15,15464010,
15,15482291,
15,14371719,
15,16320521,
15,16553334,
15,16128489,
15,15404427,
15,14439583,
15,14597761,
15,18390990,
15,16089583,
15,14122135,
15,15431875,
15,16671354,
15,15519531,
15,13804166,
15,14445625,
15,16218594,
15,13710625,
15,14308750,
15,14457969,
15,14752604,
15,14611354,
15,15449635,
15,15263229,
15,14985990,
15,14735052,
15,15228698,
15,13412761,
15,14244219,
15,15806614,
15,14172084,
15,14695885,
15,15050104,
15,14520521,
15,15188750,
15,15716303,
15,14000834,
15,20237187,
15,18501771,
15,15641510,
15,14192344,
15,15273125,
15,15780729,
15,15859791,
15,15223750,
15,14980573,
15,14527865,
15,16201458,
15,20217395,
15,15528438,
15,14839843,
15,15469792,
15,15392552,
15,14734271,
15,18642500,
15,15197083,
15,14727552,
15,14611354,
15,15657917,
15,14891146,
15,20952031,
15,17862187,
15,18411875,
15,17571823,
15,15658541,
15,14316458,
15,15751406,
15,15501979,
15,15657291,
15,15143542,
15,13747031,
15,15334687,
15,16165416,
15,17430157,
15,16241615,
15,15465052,
15,16770625,
15,14772344,
15,15847552,
15,15284323,
15,20132291,
15,16076666,
15,15705886,
15,15044010,
15,15422552,
15,18724323,
15,14904114,
15,14935572,
15,15324427,
15,15776042,
15,20847604,
15,20876822,
15,13823386,
15,14008229,
15,17105000,
15,14971250,
15,18377083,
15,15501927,
15,15232343,
15,14554115,
15,20930209,
15,15011562,
15,14704583,
15,17917969,
15,19248073,
15,17393437,
15,20368542,
15,14934896,
15,19518959,
15,17698072,
15,14918542,
15,14537240,
15,16066146,
15,16135208,
15,15601042,
15,16070260,
15,17592761,
15,13957656,
15,16171145,
15,14984687,
15,15491511,
15,14705781,
15,15556250,
15,13370052,
15,14836562,
15,16261302,
15,17380730,
15,13610156,
15,15340625,
15,15282136,
15,15698802,
15,13674114,
15,15259011,
15,21163333,
15,16300052,
15,18907396,
15,14441614,
