66.68153,
66.44444,
66.45921,
66.44444,
66.42968,
66.23837,
66.44444,
65.34091,
66.00442,
66.414925,
66.44444,
66.00442,
66.00442,
65.355194,
65.83003,
66.6518,
66.666664,
66.45921,
66.6518,
66.00442,
65.570175,
64.92943,
61.89195,
66.03357,
64.71861,
64.28725,
64.73263,
65.36948,
65.52706,
63.133446,
66.20904,
66.69641,
64.30107,
64.91533,
64.70461,
65.83003,
65.34091,
66.42968,
64.92943,
65.355194,
63.88889,
64.92943,
64.50917,
63.88889,
66.666664,
64.09432,
65.14161,
65.97529,
64.50917,
65.81554,
66.44444,
65.786575,
66.666664,
66.666664,
64.92943,
65.786575,
66.42968,
65.355194,
66.00442,
66.44444,
65.355194,
66.194374,
65.14161,
66.6518,
66.45921,
