66.74107,
64.50917,
66.666664,
66.666664,
66.5776,
66.00442,
66.68153,
66.01899,
66.63695,
66.666664,
66.45921,
64.91533,
65.598946,
65.7721,
66.68153,
66.6518,
66.69641,
66.414925,
66.666664,
66.29712,
65.09906,
21.81049,
47.01997,
10.705718,
48.272522,
64.88715,
64.74664,
39.084965,
9.201982,
66.42968,
65.786575,
64.30107,
63.67121,
65.34091,
65.36948,
66.42968,
66.44444,
65.570175,
66.6518,
54.61187,
42.592594,
66.2237,
57.766613,
45.718655,
65.801056,
66.00442,
61.17021,
27.009937,
