66.69641,
66.45921,
66.42968,
65.98985,
66.45921,
65.98985,
66.44444,
65.34091,
66.00442,
66.44444,
65.801056,
65.5558,
65.355194,
65.98985,
66.68153,
64.92943,
65.127426,
66.42968,
64.73263,
66.00442,
65.355194,
63.46848,
62.881176,
64.73263,
63.684772,
64.52309,
64.495255,
63.684772,
65.5558,
62.867954,
66.44444,
66.194374,
64.73263,
64.3149,
64.495255,
66.00442,
64.09432,
65.58456,
63.684772,
63.88889,
63.481953,
63.88889,
62.27869,
64.495255,
65.786575,
63.698338,
64.70461,
64.10806,
65.15581,
66.20904,
66.44444,
66.2237,
66.68153,
65.36948,
64.50917,
65.786575,
66.00442,
65.14161,
65.801056,
65.7721,
64.52309,
63.88889,
65.97529,
64.495255,
65.355194,
