66.69641,
66.00442,
66.45921,
65.98985,
66.45921,
66.03357,
66.40018,
65.15581,
66.20904,
66.45921,
66.42968,
65.36948,
66.00442,
65.81554,
66.666664,
66.63695,
66.50356,
65.570175,
66.42968,
65.15581,
53.584232,
64.10806,
65.38377,
65.570175,
64.91533,
66.23837,
64.10806,
65.36948,
64.71861,
62.084717,
66.45921,
65.7721,
65.36948,
64.94353,
64.495255,
65.5558,
65.15581,
66.00442,
64.50917,
64.73263,
64.50917,
63.29382,
62.6703,
64.495255,
66.20904,
63.67121,
66.2237,
65.54143,
64.69061,
66.04816,
66.42968,
66.20904,
66.44444,
65.757645,
65.170006,
65.7721,
65.801056,
65.34091,
65.127426,
65.36948,
65.36948,
64.71861,
65.97529,
66.68153,
65.32663,
