18,15,93878646
12,15,81034896
6,15,27851563
0,15,28108333
71718,15,34099479
71724,15,33792187
2910,15,24743230
2916,15,24665105
31356,15,23614583
31362,15,23837500
31350,15,24675521
31344,15,24501042
44646,15,23113542
44652,15,24047917
44640,15,24914583
63390,15,23202083
63396,15,24564062
63384,15,23050520
65286,15,24883334
65292,15,25253646
65280,15,26751041
67104,15,34840625
67110,15,27277083
68640,15,22357813
68646,15,28606250
68652,15,24597917
70206,15,24116146
70212,15,27178125
70218,15,23604687
70200,15,24101562
72432,15,30785416
72438,15,27355729
72444,15,27704688
72450,15,27266667
73722,15,27383854
73704,15,27662500
73710,15,23932813
73716,15,24657291
74778,15,25738020
74760,15,31795834
74766,15,21765105
75918,15,22916145
75924,15,30275521
75930,15,39413021
75912,15,34217187
77070,15,32049479
77076,15,27583334
77082,15,32048437
77064,15,31610937
79020,15,25830208
79026,15,25370313
79008,15,23705729
79014,15,26004687
82176,15,23898959
82182,15,25719270
82188,15,26247396
82194,15,28168229
88764,15,29248437
88770,15,28893750
94644,15,21639063
94650,15,24197396
99780,15,29022917
99786,15,27927604
99972,15,24718750
99978,15,29091667
3924,15,25543750
3930,15,26046354
10860,15,24265104
10866,15,23247916
15540,15,25015625
15546,15,24394271
15420,15,24093750
15426,15,27239584
21204,15,34186458
21210,15,31430209
25140,15,23423958
25146,15,23631771
26052,15,21399480
26058,15,25792187
26124,15,25064062
26130,15,24839584
26844,15,26265104
26850,15,23500000
27564,15,22271875
27570,15,24117708
28308,15,27047396
28314,15,25109375
29580,15,24694791
29628,15,24509375
29634,15,24628646
29586,15,26315104
94812,15,22168750
94818,15,29295313
88758,15,28373959
88752,15,28989063
94638,15,27673438
94632,15,27842708
99768,15,29306250
99774,15,29836458
3720,15,25815625
3726,15,28517188
3732,15,24803645
3738,15,28312500
10722,15,25824479
10704,15,26452084
10710,15,26791667
10716,15,22985937
15390,15,25836459
15396,15,26877604
15384,15,24449479
15402,15,25073438
21168,15,24166146
21174,15,29164584
21180,15,23203646
21186,15,27003125
25110,15,25678646
25116,15,26212500
25122,15,25563541
25104,15,25078125
26016,15,27705209
26022,15,26412500
26028,15,26458334
26034,15,21894271
26778,15,29052083
26760,15,27028125
26766,15,21726042
26772,15,25560416
27480,15,24349479
27486,15,25498958
27492,15,27125000
28206,15,24828646
28212,15,24277604
28200,15,25940625
29508,15,22409896
29502,15,21537500
29514,15,21859896
29496,15,22342188
31752,15,25494271
31758,15,27295834
31764,15,24402604
33198,15,22504688
33204,15,23569271
33192,15,25881770
31872,15,25292708
31878,15,28285938
31884,15,26915625
29688,15,23210416
29694,15,26336979
29520,15,22943750
29526,15,26495833
28224,15,21316146
28230,15,22592709
28236,15,22688021
28296,15,22102084
28302,15,32343229
28308,15,26024480
27552,15,25822395
27558,15,27479687
27648,15,24872396
27654,15,27866146
27660,15,22738542
26928,15,21137500
26934,15,22733854
26952,15,23678125
26958,15,24775000
26964,15,23828125
26184,15,21692188
26190,15,22602084
26208,15,22152083
26214,15,26939063
26220,15,24852605
26196,15,24934375
26940,15,23048958
27564,15,25858854
29532,15,21806771
29700,15,22182812
33210,15,23854688
33816,15,26732812
