1,1,0,(null),1.598542,8.951233,15701
2,1,0,(null),2.199427,6.5056915,15701
4,-1,1,(0 0 -3.2963104 63.50255),0.0,0.0,0
5,-1,1,(0 0 -3.2963104 63.50255),0.0,0.0,0
6,-1,1,(0 0 -3.2963104 63.50255),0.0,0.0,0
7,-1,1,(0 0 -3.2963104 63.50255),0.0,0.0,0
7,-1,1,(0 0 -3.2963104 63.50255),0.0,0.0,0
8,-1,1,(0 0 -3.2963104 63.50255),0.0,0.0,0
9,-1,1,(0 0 -3.2963104 63.50255),0.0,0.0,0
10,1,1,(0 0 -3.2963104 63.50255),1.345677,2.7034502,5036
11,1,1,(0 0 -3.2963104 63.50255),0.447396,8.139345,5036
12,1,1,(0 0 -3.2963104 63.50255),0.578698,6.2932596,5036
13,1,1,(0 0 -3.2963104 63.50255),1.567969,2.320387,5036
14,1,1,(0 0 -3.2963104 63.50255),1.738542,2.0923488,5036
15,1,0,(null),0.4175,8.729682,5036
16,1,0,(null),3.194428,1.1385849,5036
17,1,0,(null),2.102916,1.730313,5036
18,1,4,(0 0 -3.2963104 63.50255),1.951719,1.8638183,5036
19,1,4,(0 0 -3.2963104 63.50255),0.246354,14.806188,5036
20,1,4,(0 0 -3.2963104 63.50255),0.422864,8.616543,5036
21,1,4,(0 0 -3.2963104 63.50255),1.439479,2.5286577,5036
22,4,4,(0 0 -3.2963104 63.50255),5.21849,9.036004,48543
23,4,0,(null),5.588229,8.437697,48543
24,2,0,(null),1.731615,11.322634,20997
25,2,5,(0 0 -3.2963104 63.50255),0.0,0.0,0
26,2,5,(0 0 -3.2963104 63.50255),0.0,0.0,0
27,2,5,(0 0 -3.2963104 63.50255),0.0,0.0,0
28,2,5,(0 0 -3.2963104 63.50255),0.0,0.0,0
29,5,5,(0 0 -3.2963104 63.50255),7.877761,10.412632,83419
30,5,5,(0 0 -3.2963104 63.50255),1.095937,21.918594,25402
31,2,5,(0 0 -3.2963104 63.50255),0.0,0.0,0
32,2,5,(0 0 -3.2963104 63.50255),0.0,0.0,0
33,2,5,(0 0 -3.2963104 63.50255),0.0,0.0,0
34,2,5,(0 0 -3.2963104 63.50255),0.0,0.0,0
35,2,5,(0 0 -3.6911774 63.614594),0.0,0.0,0
36,2,5,(0 0 -4.0860443 63.726654),0.0,0.0,0
37,2,5,(0 0 -4.4809265 63.838684),0.0,0.0,0
38,2,5,(0 0 -4.8757935 63.950745),0.0,0.0,0
39,2,5,(0 0 -5.6717834 64.440155),0.0,0.0,0
40,2,0,(null),0.0,0.0,0
41,2,6,(0 0 -6.3341675 64.99495),0.0,0.0,0
42,2,0,(null),0.0,0.0,0
43,2,8,(0 0 -6.8459473 65.51425),0.0,0.0,0
44,2,8,(0 0 -6.7542114 65.69931),0.0,0.0,0
45,3,8,(0 0 -6.7904663 65.89105),2.913073,10.007448,30542
46,6,8,(0 0 -6.7755127 66.07718),13.574062,9.847805,135066
47,6,8,(0 0 -6.7454987 66.199524),2.741875,30.298708,84450
48,8,8,(0 0 -6.7454834 66.24411),0.0,0.0,222976
49,8,8,(0 0 -6.735199 66.23303),2.071458,33.31497,70388
50,3,8,(0 0 -6.7249146 66.221924),0.0,0.0,0
51,3,8,(0 0 -6.7233124 66.20395),0.0,0.0,0
52,3,8,(0 0 -6.785858 66.03203),0.0,0.0,0
53,3,8,(0 0 -6.8193207 65.881714),0.0,0.0,0
54,3,8,(0 0 -6.8992615 65.73726),0.0,0.0,0
55,3,8,(0 0 -6.9532166 65.58943),0.0,0.0,0
56,3,8,(0 0 -7.0071716 65.44162),0.0,0.0,0
57,4,8,(0 0 -7.1045074 65.262146),0.0,0.0,0
58,4,8,(0 0 -7.204071 65.13414),0.0,0.0,0
59,4,8,(0 0 -7.261154 64.94467),0.0,0.0,0
60,4,8,(0 0 -7.281128 64.830765),0.0,0.0,0
61,4,8,(0 0 -7.267975 64.68558),0.0,0.0,0
62,4,8,(0 0 -7.254837 64.540375),0.0,0.0,0
63,4,8,(0 0 -7.1782837 64.39215),0.0,0.0,0
64,4,8,(0 0 -7.1017303 64.24391),0.0,0.0,0
65,4,8,(0 0 -7.0637665 64.06517),0.0,0.0,0
66,4,8,(0 0 -7.042679 63.919296),0.0,0.0,0
67,4,8,(0 0 -6.9630127 63.779907),0.0,0.0,0
68,4,8,(0 0 -6.9108887 63.625824),0.0,0.0,0
69,4,8,(0 0 -6.8587494 63.471756),0.0,0.0,0
70,4,8,(0 0 -6.834427 63.36046),0.0,0.0,0
71,4,8,(0 0 -6.817856 63.230927),0.0,0.0,0
72,4,8,(0 0 -6.816452 63.136627),0.0,0.0,0
73,4,8,(0 0 -6.77594 63.023483),0.0,0.0,0
74,4,8,(0 0 -6.735443 62.91034),0.0,0.0,0
75,4,8,(0 0 -6.7091827 62.799362),0.0,0.0,0
76,4,8,(0 0 -6.6750793 62.655945),0.0,0.0,0
77,4,8,(0 0 -6.6409607 62.512543),0.0,0.0,0
78,4,8,(0 0 -6.5876617 62.405212),0.0,0.0,0
79,4,8,(0 0 -6.572052 62.306503),0.0,0.0,0
80,4,8,(0 0 -6.5104065 62.21779),0.0,0.0,0
81,4,8,(0 0 -6.491699 62.159607),0.0,0.0,0
82,4,8,(0 0 -6.4729767 62.10144),0.0,0.0,0
83,4,8,(0 0 -6.4447327 62.02092),0.0,0.0,0
84,4,8,(0 0 -6.419693 61.934845),0.0,0.0,0
85,4,8,(0 0 -6.3946686 61.848755),0.0,0.0,0
86,4,8,(0 0 -6.378601 61.756393),0.0,0.0,0
87,4,8,(0 0 -6.360138 61.679276),0.0,0.0,0
88,4,8,(0 0 -6.341675 61.602158),0.0,0.0,0
89,4,8,(0 0 -6.369217 61.508087),0.0,0.0,0
90,4,8,(0 0 -6.370804 61.413437),0.0,0.0,0
91,4,8,(0 0 -6.372406 61.318787),0.0,0.0,0
92,4,8,(0 0 -6.384918 61.253143),0.0,0.0,0
93,4,8,(0 0 -6.385132 61.189392),0.0,0.0,0
94,4,8,(0 0 -6.38533 61.12564),0.0,0.0,0
95,4,8,(0 0 -6.385803 61.024826),0.0,0.0,0
96,4,8,(0 0 -6.371643 60.972473),0.0,0.0,0
97,4,8,(0 0 -6.3574677 60.92012),0.0,0.0,0
98,4,8,(0 0 -6.3253937 60.85942),0.0,0.0,0
99,4,8,(0 0 -6.273224 60.822372),0.0,0.0,0
100,4,8,(0 0 -6.2210693 60.785324),0.0,0.0,0
101,4,8,(0 0 -6.1781006 60.752136),0.0,0.0,0
102,4,8,(0 0 -6.150528 60.71431),0.0,0.0,0
103,4,8,(0 0 -6.1229553 60.6765),0.0,0.0,0
104,4,8,(0 0 -6.075241 60.6232),0.0,0.0,0
105,4,8,(0 0 -6.0498047 60.559814),0.0,0.0,0
106,4,8,(0 0 -6.010559 60.503113),0.0,0.0,0
107,4,8,(0 0 -5.971298 60.44641),0.0,0.0,0
108,4,8,(0 0 -5.946579 60.310486),0.0,0.0,0
109,4,8,(0 0 -5.9240723 60.19156),0.0,0.0,0
110,4,8,(0 0 -5.9015503 60.07263),0.0,0.0,0
111,4,8,(0 0 -5.8983154 59.99565),0.0,0.0,0
112,4,8,(0 0 -5.9053497 59.825424),0.0,0.0,0
113,4,8,(0 0 -5.912384 59.655212),0.0,0.0,0
114,4,8,(0 0 -5.9116974 59.508896),0.0,0.0,0
115,4,8,(0 0 -5.9183807 59.384903),0.0,0.0,0
116,4,8,(0 0 -5.925064 59.260925),0.0,0.0,0
117,4,8,(0 0 -5.883789 59.105255),0.0,0.0,0
118,4,8,(0 0 -5.8326263 58.964767),0.0,0.0,0
119,4,8,(0 0 -5.7814484 58.82428),0.0,0.0,0
120,4,8,(0 0 -5.7391357 58.697845),0.0,0.0,0
121,4,8,(0 0 -5.7654724 58.614944),0.0,0.0,0
122,4,8,(0 0 -5.7918243 58.532043),0.0,0.0,0
123,4,8,(0 0 -5.749466 58.421738),0.0,0.0,0
124,4,8,(0 0 -5.7071686 58.2238),0.0,0.0,0
125,4,8,(0 0 -5.6648865 58.025864),0.0,0.0,0
126,4,8,(0 0 -5.609619 57.773727),0.0,0.0,0
127,4,8,(0 0 -5.5782623 57.51091),0.0,0.0,0
128,4,8,(0 0 -5.5469055 57.248108),0.0,0.0,0
