66.68153,
64.28725,
65.34091,
63.684772,
62.486942,
62.304646,
65.15581,
59.31363,
60.78471,
64.50917,
59.51433,
55.982025,
62.894405,
63.684772,
63.87524,
61.72585,
64.481346,
64.495255,
62.291664,
64.28725,
56.319454,
59.325394,
61.713104,
60.028107,
61.917583,
55.514297,
60.59992,
50.850338,
62.291664,
57.956966,
56.800915,
56.457706,
50.328224,
42.047535,
55.69007,
58.985996,
59.337173,
51.507324,
57.766613,
61.145195,
63.684772,
57.766613,
62.486942,
59.859856,
59.502483,
62.867954,
64.30107,
62.894405,
63.080166,
57.444763,
52.181503,
58.284603,
57.610794,
58.800392,
58.455524,
59.49065,
54.019875,
65.14161,
63.280426,
