66.87542,
65.98985,
66.666664,
66.42968,
66.666664,
64.481346,
66.69641,
65.570175,
65.34091,
65.98985,
62.11051,
61.90476,
66.45921,
64.50917,
65.170006,
64.92943,
66.45921,
66.666664,
66.45921,
64.53702,
66.23837,
47.13858,
65.7721,
48.97625,
66.194374,
60.209423,
63.495434,
64.09432,
58.489826,
66.20904,
64.10806,
57.912064,
64.971756,
57.610794,
60.587643,
57.788944,
62.486942,
12.349249,
55.669334,
8.730692,
6.3078837,
66.666664,
66.23837,
