64.84493,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
64.94353,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
64.28725,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
64.30107,
65.0,
65.0,
65.0,
65.0,
65.0,
64.32874,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
65.0,
