0,63473
1,51073
2,45961
3,30204
4,20380
5,14041
6,9944
7,7104
8,67256
9,54119
10,48666
11,31949
12,21221
13,14407
14,10116
15,7137
16,56513
17,44052
18,39099
19,24714
20,16021
21,10968
22,7954
23,5815
24,55135
25,43409
26,38345
27,23985
28,15693
29,10735
30,7799
31,5907
32,65510
33,52480
34,47028
35,30794
36,20628
37,14209
38,9958
39,7165
40,69180
41,55599
42,49886
43,32738
44,21986
45,14614
46,10094
47,7139
48,55475
49,43520
50,38569
51,24205
52,15624
53,10670
54,7707
55,5775
56,54970
57,43240
58,38173
59,23765
60,15508
61,10471
62,7671
63,5802
64,82146
65,66046
66,59287
67,38416
68,25316
69,16828
70,11450
71,7918
72,78885
73,63535
74,57060
75,37487
76,24937
77,16566
78,11356
79,7968
80,77969
81,62125
82,55732
83,35796
84,23416
85,15488
86,10734
87,7544
88,84581
89,68028
90,61149
91,39664
92,26179
93,17409
94,11998
95,8381
96,82925
97,66414
98,59758
99,38778
100,25490
101,16936
102,11610
103,8001
104,78275
105,62858
106,56568
107,36975
108,24486
109,16443
110,11333
111,7847
112,77796
113,62051
114,55398
115,35446
116,23128
117,15405
118,10675
119,7750
120,84533
121,68192
122,61003
123,39762
124,26326
125,17490
126,12115
127,8419
128,83183
129,66634
130,59836
131,38839
132,25417
133,16800
134,11482
135,8047
136,79125
137,63685
138,57306
139,37373
140,24756
141,16567
142,11423
143,7989
144,77944
145,62128
146,55617
147,35608
148,23200
149,15343
150,10684
151,7592
152,85350
153,68512
154,61511
155,39834
156,26358
157,17525
158,12051
159,8426
160,82371
161,66161
162,59448
163,38680
164,25381
165,16923
166,11483
167,7940
168,78753
169,63234
170,56927
171,37342
172,24710
173,16566
174,11365
175,7927
176,77880
177,62286
178,55521
179,35500
180,23309
181,15343
182,10720
183,7566
184,84598
185,68209
186,61180
187,39704
188,26286
189,17460
190,12126
191,8432
192,82528
193,66343
194,59527
195,38621
196,25524
197,16809
198,11465
199,8039
200,78799
201,63351
202,56909
203,37336
204,24776
205,16578
206,11494
207,8037
208,77783
209,62193
210,55425
211,35710
212,23370
213,15430
214,10632
215,7546
216,84554
217,67966
218,61022
219,39618
220,26248
221,17574
222,12007
223,8504
224,83034
225,66331
226,59649
227,38676
228,25489
229,16897
230,11470
231,8004
232,79240
233,63401
234,56891
235,37130
236,24729
237,16727
238,11380
239,8128
240,78394
241,62491
242,55797
243,35739
244,23313
245,15401
246,10756
247,7678
248,84889
249,68358
250,61461
251,39730
252,26243
253,17436
254,12054
255,8355
256,82477
257,66103
258,59352
259,38495
260,25202
261,16818
262,11504
263,7926
264,79465
265,63843
266,57246
267,37455
268,24941
269,16765
270,11527
271,8048
272,78025
273,61964
274,55475
275,35355
276,23193
277,15328
278,10571
279,7615
280,84363
281,67809
282,60995
283,39570
284,26029
285,17404
286,11907
287,8393
288,83270
289,66497
290,59736
291,38508
292,25440
293,16784
294,11456
295,7900
296,79742
297,64000
298,57548
299,37628
300,24855
301,16701
302,11433
303,7976
304,77416
305,61716
306,55300
307,35537
308,23131
309,15350
310,10696
311,7551
312,84027
313,67564
314,60622
315,39347
316,25788
317,17125
318,11910
319,8344
320,82489
321,66092
322,59330
323,38428
324,25347
325,16745
326,11464
327,7976
328,78545
329,63081
330,56599
331,36973
332,24548
333,16393
334,11266
335,8019
336,78217
337,62207
338,55485
339,35680
340,23288
341,15351
342,10603
343,7624
344,83915
345,67296
346,60552
347,39188
348,25872
349,17252
350,11793
351,8291
352,82919
353,66384
354,59537
355,38597
356,25334
357,16857
358,11484
359,8032
360,78730
361,63022
362,56703
363,37025
364,24688
365,16519
366,11423
367,7944
368,77906
369,61902
370,55337
371,35405
372,23039
373,15245
374,10668
375,7547
376,84165
377,67620
378,60848
379,39348
380,26039
381,17289
382,11912
383,8268
384,82574
385,66288
386,59489
387,38613
388,25595
389,16962
390,11569
391,8006
392,78635
393,63077
394,56669
395,36869
396,24526
397,16444
398,11343
399,7973
400,77824
401,61844
402,55277
403,35418
404,23018
405,15209
406,10643
407,7584
408,83884
409,67505
410,60683
411,39440
412,25934
413,17331
414,11971
415,8380
416,81826
417,65715
418,58808
419,38369
420,25325
421,16888
422,11460
423,8015
424,77487
425,62237
426,55828
427,36591
428,24346
429,16375
430,11246
431,7878
432,76758
433,61290
434,54741
435,35016
436,22694
437,15126
438,10492
439,7527
440,84324
441,67642
442,60807
443,39500
444,26088
445,17417
446,12171
447,8491
448,82305
449,66200
450,59160
451,38587
452,25394
453,16802
454,11510
455,8028
456,78267
457,62701
458,56435
459,36832
460,24408
461,16394
462,11257
463,7925
464,77020
465,61266
466,54857
467,35201
468,22766
469,15002
470,10369
471,7412
472,84015
473,67631
474,60666
475,39360
476,25843
477,17172
478,11880
479,8260
480,81958
481,66013
482,59293
483,38345
484,25247
485,16851
486,11594
487,7934
488,77594
489,62271
490,56051
491,36639
492,24244
493,16294
494,11228
495,7856
496,77248
497,61305
498,54839
499,35050
500,22660
501,14992
502,10369
503,7455
504,84008
505,67343
506,60481
507,39411
508,26033
509,17360
510,11947
511,8387
512,81979
513,66025
514,59035
515,38509
516,25339
517,16776
518,11465
519,7978
520,77510
521,62216
522,55982
523,36534
524,24303
525,16399
526,11351
527,8023
528,76536
529,61053
530,54549
531,34956
532,22732
533,15008
534,10449
535,7433
536,84055
537,67699
538,60750
539,39666
540,26007
541,17434
542,11982
543,8361
544,82335
545,65989
546,59201
547,38426
548,25211
549,16813
550,11523
551,7949
552,78692
553,63099
554,56586
555,37038
556,24602
557,16679
558,11565
559,8161
560,77423
561,61715
562,54978
563,35076
564,22873
565,15178
566,10495
567,7434
568,84088
569,67401
570,60275
571,39162
572,25829
573,17344
574,11829
575,8285
576,82358
577,65737
578,58872
579,38207
580,25084
581,16625
582,11466
583,7957
584,78107
585,62833
586,55986
587,36692
588,24423
589,16341
590,11298
591,7936
592,77622
593,61656
594,55184
595,34965
596,22764
597,14963
598,10403
599,7460
600,84268
601,67559
602,60534
603,39166
604,25850
605,17182
606,11877
607,8237
608,81749
609,65499
610,58937
611,38097
612,25163
613,16695
614,11300
615,7923
616,77138
617,61784
618,55374
619,36361
620,24235
621,16202
622,11262
623,7986
624,76409
625,60757
626,54300
627,34648
628,22509
629,14821
630,10306
631,7382
632,82988
633,66927
634,59942
635,39101
636,25819
637,17080
638,11823
639,8217
640,81475
641,65191
642,58491
643,37983
644,24982
645,16615
646,11397
647,7825
648,77220
649,61917
650,55567
651,36455
652,24221
653,16406
654,11242
655,7943
656,76853
657,61160
658,54788
659,34800
660,22650
661,14925
662,10286
663,7373
664,83133
665,66947
666,60076
667,39088
668,25894
669,17133
670,11838
671,8274
672,80527
673,64547
674,57953
675,37644
676,24836
677,16592
678,11364
679,7918
680,76664
681,61621
682,55336
683,36204
684,24032
685,16270
686,11219
687,7917
688,76890
689,61219
690,54712
691,34855
692,22588
693,14986
694,10337
695,7380
696,83112
697,66873
698,60082
699,39124
700,25971
701,17217
702,11933
703,8257
704,65555
705,52540
706,47153
707,30817
708,20640
709,14144
710,9859
711,7152
712,69678
713,55976
714,50109
715,32963
716,21957
717,14690
718,10107
719,7184
720,56128
721,44081
722,38872
723,24319
724,15765
725,10799
726,7843
727,5810
728,55628
729,43434
730,38607
731,24034
732,15607
733,10623
734,7652
735,5805
736,81874
737,65570
738,58971
739,38243
740,25167
741,16703
742,11535
743,7974
744,76657
745,61485
746,55238
747,36315
748,24132
749,16212
750,11157
751,7909
752,76348
753,60661
754,54180
755,34465
756,22365
757,14699
758,10284
759,7236
760,83379
761,67003
762,60354
763,39112
764,25852
765,17266
766,11903
767,8297
768,81093
769,65129
770,58633
771,38151
772,25205
773,16944
774,11607
775,8061
776,76074
777,60685
778,54397
779,35717
780,23563
781,15822
782,11001
783,7762
784,75891
785,60532
786,53868
787,34224
788,22217
789,14651
790,10093
791,7229
792,83592
793,67232
794,60410
795,39404
796,25932
797,17258
798,11982
799,8409
800,81973
801,65743
802,59197
803,38338
804,25344
805,16886
806,11549
807,8089
808,76059
809,60843
810,54507
811,35320
812,23426
813,15684
814,10969
815,7752
816,76655
817,60975
818,54221
819,34453
820,22215
821,14558
822,10123
823,7266
824,84407
825,67530
826,60782
827,39430
828,26038
829,17262
830,11960
831,8372
832,81551
833,65582
834,58785
835,38434
836,25371
837,16976
838,11647
839,8115
840,75314
841,60202
842,53855
843,35130
844,23412
845,15756
846,10876
847,7677
848,76111
849,60303
850,53871
851,34295
852,22171
853,14579
854,10106
855,7241
856,84110
857,67525
858,60448
859,39192
860,25871
861,17198
862,11910
863,8325
864,81177
865,65372
866,58807
867,38471
868,25432
869,17037
870,11752
871,8194
872,75496
873,60328
874,54495
875,35324
876,23399
877,15791
878,10965
879,7807
880,76079
881,60423
882,53776
883,34246
884,22046
885,14566
886,10020
887,7169
888,83747
889,67451
890,60365
891,39432
892,26082
893,17349
894,11934
895,8299
896,81110
897,65150
898,58552
899,38374
900,25502
901,17004
902,11583
903,8189
904,75633
905,60894
906,54648
907,35671
908,23745
909,15996
910,11105
911,7894
912,75644
913,60200
914,53838
915,34169
916,22078
917,14460
918,10040
919,7113
920,83916
921,67328
922,60808
923,39416
924,26226
925,17352
926,12013
927,8435
928,81275
929,65131
930,58591
931,38353
932,25626
933,17144
934,11756
935,8151
936,76333
937,60819
938,54738
939,35600
940,23539
941,15725
942,10942
943,7744
944,75648
945,59872
946,53681
947,33864
948,21870
949,14287
950,9896
951,7077
952,83672
953,67308
954,60354
955,39367
956,26046
957,17441
958,11973
959,8427
960,80630
961,64961
962,58251
963,38318
964,25405
965,17118
966,11786
967,8138
968,75507
969,60526
970,54033
971,35273
972,23299
973,15680
974,10733
975,7652
976,74591
977,59350
978,52780
979,33405
980,21449
981,14161
982,9773
983,7079
984,83515
985,67012
986,60456
987,39238
988,25946
989,17321
990,11880
991,8296
992,81007
993,65124
994,58405
995,38330
996,25349
997,17094
998,11610
999,8174
1000,75577
1001,60384
1002,53991
1003,34996
1004,23069
1005,15602
1006,10694
1007,7559
1008,75613
1009,59608
1010,53343
1011,33704
1012,21704
1013,14336
1014,9866
1015,7059
1016,83785
1017,67375
1018,60519
1019,39327
1020,25885
1021,17291
1022,11881
1023,8350
1024,80469
1025,64515
1026,58042
1027,37841
1028,25032
1029,16780
1030,11606
1031,8167
1032,75328
1033,60323
1034,54101
1035,35071
1036,23328
1037,15655
1038,10779
1039,7619
1040,74423
1041,59066
1042,52658
1043,33342
1044,21575
1045,14144
1046,9773
1047,7149
1048,83894
1049,67237
1050,60498
1051,39147
1052,25898
1053,17245
1054,11979
1055,8361
1056,80010
1057,64239
1058,57744
1059,38090
1060,25168
1061,16999
1062,11622
1063,8182
1064,74943
1065,59602
1066,53634
1067,34756
1068,23099
1069,15512
1070,10748
1071,7658
1072,73753
1073,58577
1074,52353
1075,33131
1076,21252
1077,14075
1078,9702
1079,6895
1080,83461
1081,67236
1082,60243
1083,39319
1084,25837
1085,17275
1086,11915
1087,8353
1088,80019
1089,64297
1090,57815
1091,38027
1092,25126
1093,16877
1094,11648
1095,8089
1096,74772
1097,59556
1098,53321
1099,34403
1100,22746
1101,15241
1102,10654
1103,7582
1104,73593
1105,58581
1106,52311
1107,32684
1108,21103
1109,13733
1110,9591
1111,6875
1112,83964
1113,67637
1114,60497
1115,39421
1116,26033
1117,17382
1118,11955
1119,8352
1120,79480
1121,63798
1122,57192
1123,37452
1124,25040
1125,16927
1126,11705
1127,8213
1128,74611
1129,59384
1130,53319
1131,34443
1132,22747
1133,15280
1134,10616
1135,7513
1136,73503
1137,58244
1138,51926
1139,32735
1140,20853
1141,13623
1142,9454
1143,6802
1144,84233
1145,67681
1146,60651
1147,39502
1148,26080
1149,17420
1150,11962
1151,8401
1152,79198
1153,63892
1154,57457
1155,37582
1156,24911
1157,16856
1158,11728
1159,8084
1160,74175
1161,59192
1162,52988
1163,34320
1164,22692
1165,15210
1166,10634
1167,7440
1168,73358
1169,58168
1170,51816
1171,32683
1172,20853
1173,13696
1174,9419
1175,6793
1176,83332
1177,67055
1178,60274
1179,39251
1180,25859
1181,17238
1182,11892
1183,8365
1184,79830
1185,64289
1186,57695
1187,38051
1188,25354
1189,17073
1190,11744
1191,8216
1192,75171
1193,59846
1194,53703
1195,34523
1196,22889
1197,15421
1198,10654
1199,7533
1200,73222
1201,58029
1202,51769
1203,32577
1204,20989
1205,13730
1206,9483
1207,6810
1208,83603
1209,67166
1210,60386
1211,39357
1212,25817
1213,17350
1214,11898
1215,8447
1216,78657
1217,63177
1218,56834
1219,37442
1220,24852
1221,16809
1222,11616
1223,8112
1224,75285
1225,60141
1226,53733
1227,34728
1228,23020
1229,15529
1230,10740
1231,7540
1232,72983
1233,57971
1234,51736
1235,32333
1236,20701
1237,13626
1238,9477
1239,6896
1240,83415
1241,67345
1242,60440
1243,39479
1244,26092
1245,17329
1246,12046
1247,8446
1248,78447
1249,62924
1250,56655
1251,37114
1252,24763
1253,16731
1254,11400
1255,8082
1256,75408
1257,60135
1258,54062
1259,34912
1260,22882
1261,15416
1262,10767
1263,7608
1264,72360
1265,57307
1266,50849
1267,32038
1268,20600
1269,13514
