18,15,86481250,
12,15,90139063,
6,15,72571875,
0,15,84045833,
71718,15,36451563,
71724,15,94781771,
71730,15,95683854,
31356,15,28477084,
31362,15,30262500,
2922,15,80777604,
2916,15,93597916,
2910,15,98052083,
31350,15,28200521,
31344,15,29406771,
44646,15,21737500,
44652,15,18650000,
44640,15,23796355,
63390,15,24822396,
63396,15,27484375,
63384,15,22786980,
65286,15,27414584,
65292,15,24908854,
65280,15,23372396,
67104,15,24726042,
67110,15,28061979,
68640,15,21298437,
68646,15,20833854,
68652,15,22370834,
68658,15,28353125,
70206,15,25187500,
70212,15,22496355,
70200,15,24726563,
70218,15,28256250,
72432,15,27736979,
72438,15,26659896,
72444,15,25565625,
72450,15,29480729,
73722,15,29167187,
73704,15,28971354,
73710,15,25414583,
73716,15,24711459,
74778,15,20972917,
74760,15,27191146,
74766,15,25508854,
75918,15,26188541,
75924,15,26630208,
75930,15,24255729,
75912,15,20971875,
77070,15,21554167,
77076,15,23816146,
77082,15,21443750,
77064,15,20740625,
79020,15,23800000,
79026,15,30367187,
79014,15,25120313,
79008,15,21949479,
82176,15,20813541,
82182,15,18901041,
82188,15,20018229,
82194,15,20339583,
88764,15,23790104,
88770,15,23794271,
94644,15,21824480,
94650,15,24403646,
99780,15,22322917,
99786,15,24803646,
99972,15,26875521,
99978,15,25509896,
3924,15,23071354,
3930,15,23603125,
10860,15,29817708,
10866,15,33803645,
15540,15,31659375,
15546,15,26990625,
15420,15,22020833,
15426,15,20713541,
21204,15,20635417,
21210,15,18885937,
25140,15,26897917,
25146,15,25318229,
26052,15,24093230,
26058,15,25080208,
26124,15,20308333,
26130,15,22878646,
26844,15,23082812,
26850,15,21709896,
27564,15,23766146,
27570,15,24197917,
28308,15,20708333,
28314,15,21442187,
29580,15,22409896,
29586,15,23277604,
29628,15,26087500,
29634,15,25339584,
94812,15,22029166,
94818,15,24358333,
88758,15,33233854,
88752,15,27332292,
94638,15,21505209,
94632,15,24906771,
99768,15,23832292,
99774,15,22823438,
3720,15,21921875,
3726,15,22663020,
3732,15,27106770,
3738,15,20889584,
10722,15,26847396,
10704,15,31743750,
10710,15,30842709,
10716,15,22030730,
15390,15,25103125,
15396,15,22559375,
15384,15,24478125,
15402,15,24254167,
21168,15,23611458,
21174,15,25834375,
21180,15,26048958,
21186,15,27418229,
25110,15,26347396,
25116,15,31701562,
25122,15,26065625,
25104,15,25937500,
26016,15,24632291,
26022,15,20483334,
26028,15,22051042,
26034,15,21087500,
26778,15,31161979,
26760,15,33738021,
26766,15,31847395,
26772,15,23309896,
27480,15,23217708,
27486,15,22497395,
27492,15,23666146,
27498,15,24064584,
28206,15,24604167,
28212,15,23756250,
28200,15,18310937,
29508,15,18568229,
29514,15,21796875,
29502,15,20859375,
29496,15,22306771,
31752,15,20716146,
31758,15,27522396,
31764,15,20156771,
33198,15,24029688,
33204,15,26937500,
33192,15,24826563,
31872,15,22679167,
31878,15,24620834,
31884,15,27752604,
29688,15,22002084,
29694,15,24926042,
29700,15,25347917,
29520,15,22388021,
29526,15,22878645,
29532,15,22283854,
28224,15,21657292,
28230,15,21521354,
28236,15,25117188,
28296,15,25595833,
28302,15,21515625,
28308,15,22110937,
27552,15,20452083,
27558,15,21290104,
27564,15,25252604,
27648,15,20477604,
27654,15,20567188,
27660,15,23796875,
26928,15,22433333,
26934,15,23239583,
26940,15,25775521,
26952,15,22169271,
26958,15,19476042,
26964,15,21322396,
26184,15,22045313,
26190,15,21800521,
26196,15,26878646,
26208,15,22805208,
26214,15,22205730,
26220,15,21540104,
33210,15,25114063,
33816,15,22118229,
33822,15,27150521,
33828,15,23307291,
33834,15,21673438,
34398,15,20628125,
34404,15,20242188,
34392,15,26651562,
35352,15,22605209,
35358,15,25473438,
35364,15,20213020,
36102,15,20365625,
36108,15,20307812,
36096,15,21310938,
36792,15,25566667,
36798,15,33506250,
36804,15,25888542,
36810,15,20607812,
37524,15,27016667,
37530,15,26456250,
37518,15,22295833,
37512,15,24054167,
38958,15,25875521,
38964,15,29211459,
38970,15,26482812,
38952,15,26379687,
39102,15,23678125,
39108,15,30117188,
38982,15,33334375,
38988,15,33635938,
37542,15,28554687,
37548,15,27588541,
37590,15,19715104,
37596,15,21359375,
37620,15,25623958,
37614,15,31734375,
37662,15,21626042,
37668,15,29666666,
36894,15,21818229,
36900,15,25614062,
36918,15,19253646,
36924,15,21047917,
36966,15,20699479,
36972,15,22282812,
36990,15,20172917,
36996,15,23540104,
36222,15,19377604,
36228,15,18663021,
36246,15,20188020,
36252,15,18663021,
36270,15,21672395,
36276,15,22591146,
35526,15,26530729,
35532,15,27798438,
35550,15,20325000,
35556,15,20276563,
35574,15,20143750,
35580,15,26792708,
34758,15,20898959,
34764,15,24072396,
34782,15,20289583,
34788,15,19982291,
34806,15,22018229,
34812,15,28032292,
34830,15,18190625,
34836,15,18608854,
34734,15,25666146,
34740,15,23918229,
34710,15,19521355,
34716,15,19732292,
34686,15,22841145,
34692,15,26570833,
34662,15,24005209,
34668,15,23798958,
34638,15,23906771,
34644,15,23950000,
34614,15,21628125,
34620,15,25729688,
34566,15,20154688,
34572,15,22767708,
34542,15,20773958,
34548,15,24943229,
34470,15,22442709,
34476,15,23949479,
35430,15,23182812,
35436,15,24226563,
35382,15,20342188,
35388,15,24211979,
35502,15,20935937,
35508,15,24072917,
35358,15,22961979,
35364,15,23148958,
35352,15,18159896,
35370,15,18751041,
36102,15,22227605,
36108,15,20968229,
36096,15,22540104,
36114,15,25965625,
36792,15,21904167,
34398,15,26954688,
34404,15,32383334,
34392,15,27916666,
34410,15,25494271,
33828,15,21528125,
33834,15,24703125,
33822,15,20021875,
33816,15,21769792,
33198,15,22158333,
33204,15,23773958,
33210,15,23006771,
33192,15,19673959,
31758,15,23719791,
31764,15,29741667,
31770,15,25502084,
31752,15,22154688,
29502,15,22355729,
29508,15,24316666,
29514,15,26742708,
29496,15,23094271,
28206,15,21629688,
28212,15,22281771,
28218,15,22613541,
27486,15,21897395,
27492,15,25950000,
27498,15,22927083,
27480,15,23992709,
26772,15,22296354,
26778,15,26420313,
26760,15,21981771,
26766,15,23128125,
26016,15,22469791,
26022,15,26946875,
26028,15,22985938,
26034,15,26056770,
25104,15,22906771,
25110,15,29170313,
25116,15,25004167,
25122,15,19362500,
21174,15,21302604,
21180,15,22218750,
21186,15,20239063,
21168,15,20248958,
15396,15,25458334,
15402,15,24595834,
15384,15,20396875,
15390,15,31384375,
10704,15,22695312,
10710,15,26445312,
10716,15,21446355,
10722,15,26111979,
3726,15,22197917,
3732,15,24433333,
3738,15,21084375,
3720,15,34381770,
99768,15,25553125,
99774,15,24799479,
99780,15,20068750,
99786,15,20184896,
94644,15,23181771,
94650,15,23929688,
94638,15,20833334,
88752,15,21535417,
88758,15,29603125,
88764,15,26610416,
88770,15,25622916,
82188,15,22873437,
82194,15,23869792,
82176,15,30025000,
82182,15,24047916,
79026,15,21393229,
79008,15,20457291,
79014,15,19986979,
79020,15,18917709,
77064,15,21583854,
77070,15,23532291,
77076,15,26068750,
77082,15,21117708,
75912,15,22857813,
75918,15,19513021,
75924,15,22982812,
75930,15,20324479,
74766,15,21814583,
74772,15,23840104,
74778,15,19572396,
73710,15,22481250,
73716,15,22683854,
73722,15,23798958,
72450,15,22338541,
72432,15,25300000,
72438,15,23944271,
72444,15,20319271,
79542,15,26871354,
79548,15,26921354,
79554,15,20932292,
70206,15,20799479,
70212,15,24316667,
70218,15,22858854,
70200,15,21452604,
68652,15,26616146,
68658,15,27259896,
68640,15,25476563,
67104,15,19429688,
67110,15,24208854,
67116,15,21778646,
67122,15,21879167,
65292,15,22507291,
65298,15,22058333,
65280,15,19072396,
65286,15,26476563,
63390,15,24834375,
63396,15,26304687,
63384,15,23550000,
63402,15,25347916,
44646,15,20878646,
44652,15,22541666,
44658,15,20030729,
44640,15,19389584,
31344,15,22514063,
31350,15,21306250,
31356,15,22679687,
31362,15,23251562,
2916,15,20730208,
2922,15,22398958,
2910,15,21615104,
2904,15,28329687,
71718,15,20200521,
71724,15,23166666,
71730,15,22624479,
71712,15,25914583,
0,15,25182292,
6,15,25414063,
12,15,26696875,
18,15,21868750,
72414,15,25427083,
72420,15,24780729,
72426,15,25176562,
3678,15,23992708,
3684,15,22240625,
3690,15,21618750,
31374,15,22216146,
31380,15,21757292,
31386,15,23922916,
44670,15,23588542,
44676,15,29040625,
44682,15,27809375,
44742,15,25007812,
44748,15,23354167,
44754,15,22349479,
63462,15,18827083,
63468,15,19773437,
63474,15,20076562,
63534,15,18575521,
63540,15,19884896,
63546,15,19619271,
31662,15,19797917,
31668,15,19675000,
31674,15,19074479,
2886,15,20128125,
2892,15,24963542,
30,15,21303646,
36,15,21111980,
534,15,20257813,
540,15,22686979,
1302,15,21817708,
1308,15,22816666,
1326,15,19806771,
1332,15,17435416,
2838,15,16457292,
2844,15,17745312,
2862,15,17380209,
2868,15,17842187,
2856,15,17588020,
2832,15,18684896,
1320,15,26589062,
1296,15,24004688,
72096,15,21025000,
72102,15,23806250,
72108,15,28111458,
71808,15,23894271,
71814,15,20910417,
71820,15,20550000,
71736,15,20259375,
71742,15,21045833,
71748,15,25320312,
72408,15,21555209,
3672,15,21782813,
68646,15,25126042,
72438,15,29405730,
72444,15,31570833,
72432,15,21132292,
72450,15,18996875,
73710,15,27154688,
73716,15,24019271,
73704,15,25093750,
73722,15,25008333,
74772,15,22951563,
74778,15,20048438,
74760,15,25277083,
74766,15,19587500,
75924,15,21713542,
75930,15,29482812,
75912,15,26143229,
75918,15,23144791,
77064,15,21481771,
77070,15,27325521,
77076,15,24072917,
77082,15,30105209,
79014,15,21886979,
79020,15,24314062,
79008,15,22256250,
82176,15,24518229,
82182,15,31226042,
82188,15,28753125,
82194,15,20252083,
88752,15,23053125,
88758,15,24461979,
88764,15,18995834,
94638,15,18565105,
94644,15,18311458,
94632,15,20044792,
94650,15,22794271,
99774,15,22418229,
99780,15,24747396,
99786,15,28104687,
99768,15,20854167,
3726,15,24500000,
3732,15,21173959,
3738,15,22042188,
3720,15,22760417,
10710,15,26356250,
10716,15,26982812,
10704,15,28633333,
10722,15,19508854,
15390,15,23857292,
15396,15,29103125,
15402,15,27195834,
15384,15,23042708,
88770,15,25939583,
79026,15,18343750,
77664,15,28445312,
77670,15,26352083,
77676,15,24486458,
76296,15,26923437,
76302,15,26152605,
76308,15,27504167,
75942,15,20986979,
75948,15,22968750,
75936,15,22644271,
74880,15,27736979,
74886,15,23251042,
74892,15,21260937,
74904,15,20477604,
74910,15,22630208,
74916,15,23305208,
73800,15,20907812,
73806,15,28948437,
73812,15,28188542,
73872,15,25009375,
73878,15,26581771,
73884,15,24123959,
73992,15,21679688,
74004,15,26187500,
73998,15,30031250,
72864,15,24507813,
72870,15,22525521,
72876,15,21345833,
72936,15,22484375,
72942,15,25006770,
72948,15,24013021,
70848,15,19840625,
70854,15,19627083,
70860,15,23143750,
70872,15,22345313,
70878,15,25221354,
70884,15,29304166,
69192,15,23767709,
69198,15,23644791,
69204,15,25892708,
69216,15,20120833,
69222,15,19912500,
69228,15,23089063,
67656,15,21081771,
67662,15,22181250,
67668,15,24997396,
67680,15,25026563,
67686,15,28495312,
67692,15,27941146,
65808,15,22881771,
65814,15,22826562,
65820,15,20749480,
65832,15,19334375,
65838,15,19637500,
65844,15,19010417,
64104,15,22616667,
64110,15,23892187,
64116,15,28104166,
64128,15,27652083,
64134,15,22845833,
64140,15,20773437,
64152,15,24589584,
64158,15,25175000,
64164,15,23611979,
44952,15,20571355,
44958,15,21706250,
44964,15,20311979,
44976,15,20081250,
44982,15,21333854,
44988,15,21786458,
31680,15,21275521,
31686,15,22787500,
31692,15,24623959,
31704,15,32632292,
31710,15,27844792,
31716,15,27967188,
3696,15,24077605,
3702,15,22449479,
3708,15,20060937,
3714,15,27862500,
31740,15,21163542,
31746,15,20546875,
45012,15,20628646,
45018,15,20477083,
64188,15,20672396,
64194,15,19481771,
65868,15,18967709,
65874,15,19054167,
67716,15,19303646,
67722,15,28731250,
67140,15,22171354,
67146,15,24113021,
68676,15,20675000,
68682,15,20320833,
68700,15,25384896,
68706,15,23680730,
70236,15,24975521,
70242,15,24158333,
72468,15,18790104,
72474,15,19089584,
72492,15,25301563,
72498,15,31784896,
73740,15,27658854,
73746,15,25306250,
74820,15,18263021,
74826,15,19067708,
75972,15,20740105,
75978,15,20327083,
77100,15,24953125,
77106,15,22849479,
77094,15,20883333,
79044,15,20020834,
79050,15,22187500,
79038,15,22820312,
79068,15,20772396,
79074,15,21664583,
79062,15,24158334,
82206,15,19904688,
82212,15,20998958,
82218,15,20809375,
82302,15,19276042,
82308,15,21989583,
82314,15,21895834,
88854,15,20538542,
88860,15,20782813,
88866,15,20519792,
94734,15,23691146,
94740,15,25981771,
94746,15,29090625,
94758,15,25204167,
94764,15,25117187,
94770,15,27328646,
99870,15,21808855,
99876,15,21297396,
99882,15,23973959,
99894,15,20221875,
99900,15,26866667,
99906,15,25010938,
3822,15,21668750,
3828,15,24944271,
3834,15,22673959,
3846,15,22861979,
3852,15,24420833,
3858,15,24860937,
10806,15,30458333,
10812,15,26894792,
10818,15,25669791,
15486,15,19214583,
15492,15,19413021,
15498,15,25097916,
21270,15,21058854,
21276,15,23793229,
21282,15,20589062,
21294,15,21541146,
21300,15,23310937,
25206,15,23476042,
25212,15,22341667,
21306,15,37267708,
25218,15,23919792,
25230,15,22084375,
25236,15,21478125,
25242,15,23927604,
26142,15,19265105,
26148,15,20927604,
26154,15,22630729,
26166,15,19433854,
26172,15,22600521,
26886,15,20408854,
26892,15,27062500,
26910,15,21951562,
26916,15,27012500,
27582,15,22095833,
27588,15,25143229,
27606,15,20459896,
27612,15,19179167,
28326,15,25517187,
28332,15,22896354,
28350,15,21692188,
28356,15,22673437,
29598,15,25008334,
29604,15,30395312,
29610,15,26803125,
29646,15,22229167,
29652,15,22882813,
29658,15,24126042,
31812,15,23101041,
