66.87542,
66.72618,
66.666664,
66.6518,
65.54143,
66.68153,
66.6518,
62.11051,
58.800392,
66.68153,
66.44444,
60.970634,
63.481953,
56.61807,
66.68153,
57.268723,
66.44444,
64.08058,
65.786575,
52.733685,
66.20904,
64.957634,
61.50998,
66.00442,
66.42968,
64.71861,
65.84453,
65.570175,
64.30107,
65.39808,
58.788834,
58.800392,
65.127426,
65.14161,
58.284603,
65.598946,
65.5558,
65.355194,
64.90124,
64.70461,
65.570175,
64.495255,
65.14161,
66.6518,
58.432674,
66.01899,
55.23739,
65.34091,
66.45921,
52.036198,
66.2237,
65.34091,
62.486942,
63.066864,
57.444763,
60.05222,
65.355194,
66.45921,
63.87524,
56.63952,
64.71861,
66.68153,
66.44444,
