66.38544,
33.166943,
44.1068,
40.432724,
53.98086,
47.242847,
23.535894,
61.333332,
55.064453,
64.14932,
66.42968,
66.69641,
65.7721,
33.43397,
5.585131,
10.41449,
11.609396,
50.85899,
64.73263,
60.945778,
65.34091,
62.6703,
62.486942,
60.958206,
65.98985,
65.15581,
64.09432,
53.738316,
58.811962,
65.0,
65.36948,
64.10806,
62.85474,
61.25794,
62.867954,
59.13766,
66.01899,
66.25305,
