66.68153,
66.23837,
66.42968,
66.23837,
66.42968,
65.96073,
66.45921,
65.52706,
66.03357,
66.00442,
66.03357,
65.32663,
66.45921,
65.801056,
66.63695,
66.666664,
66.666664,
66.45921,
66.6221,
65.38377,
66.414925,
63.280426,
64.32874,
64.70461,
65.34091,
66.01899,
64.30107,
65.58456,
65.58456,
63.280426,
66.00442,
66.63695,
63.902542,
65.14161,
64.70461,
65.801056,
64.92943,
66.42968,
64.94353,
64.92943,
63.684772,
64.3149,
65.570175,
65.34091,
65.786575,
63.88889,
65.7721,
65.786575,
64.3149,
65.34091,
66.47399,
66.03357,
66.45921,
66.666664,
64.50917,
65.786575,
66.42968,
65.15581,
65.94618,
66.47399,
65.298096,
66.25305,
65.11324,
66.23837,
66.44444,
