66.860466,
61.90476,
64.28725,
61.72585,
56.790123,
58.114677,
60.575363,
55.36012,
60.983074,
55.0746,
55.04418,
54.029633,
58.985996,
59.149357,
56.330067,
62.894405,
57.27969,
58.080807,
50.600777,
40.757908,
43.630527,
46.799187,
40.925266,
48.491726,
43.44036,
64.90124,
48.389706,
55.69007,
43.327057,
31.640213,
45.922287,
45.509895,
35.42234,
39.951897,
55.514297,
50.83305,
49.59363,
55.83567,
46.028328,
60.760006,
57.923286,
59.172768,
47.695007,
41.620266,
49.34808,
43.333332,
48.381878,
53.728664,
48.381878,
55.846096,
55.669334,
