66.71129,
66.6518,
66.00442,
66.2237,
66.2237,
66.23837,
66.44444,
65.355194,
65.786575,
66.47399,
66.2237,
65.7721,
65.786575,
65.786575,
66.68153,
66.666664,
66.68153,
66.42968,
66.68153,
66.2237,
66.45921,
64.08058,
62.291664,
66.00442,
65.786575,
66.00442,
64.30107,
65.757645,
65.5558,
63.657654,
65.36948,
66.666664,
64.27343,
64.92943,
64.52309,
65.801056,
64.70461,
66.2237,
64.94353,
64.92943,
64.71861,
64.30107,
64.92943,
65.14161,
66.666664,
63.88889,
64.71861,
66.45921,
64.71861,
65.7721,
66.23837,
65.786575,
66.68153,
66.44444,
65.34091,
65.58456,
66.42968,
65.34091,
66.00442,
66.45921,
65.34091,
66.2237,
65.127426,
66.666664,
66.42968,
