slot, allocate quality, display quality,pose,delay, throughput, video size
1,1,0,(null),34.767136,0.46498975,17559
2,1,0,(null),4.638281,3.4869266,17559
3,1,0,(null),3.128177,5.172691,17559
4,1,0,(null),3.2825,4.9297333,17559
5,1,0,(null),3.479375,4.6497936,17559
6,1,0,(null),1.839271,5.2455783,11027
7,1,3,(0 0 -3.2963104 63.50255),0.0,0.0,0
8,3,3,(0 0 -3.2963104 63.50255),2.129896,14.864572,33036
9,1,3,(0 0 -3.2963104 63.50255),0.0,0.0,0
10,1,3,(0 0 -3.2963104 63.50255),0.0,0.0,0
11,1,3,(0 0 -3.2963104 63.50255),0.0,0.0,0
12,1,3,(0 0 -3.2963104 63.50255),0.0,0.0,0
13,1,3,(0 0 -3.2963104 63.50255),0.0,0.0,0
14,1,3,(0 0 -3.2963104 63.50255),0.0,0.0,0
15,1,3,(0 0 -3.2963104 63.50255),0.0,0.0,0
16,1,3,(0 0 -3.2963104 63.50255),0.0,0.0,0
17,1,3,(0 0 -3.2963104 63.50255),0.0,0.0,0
18,1,0,(null),0.0,0.0,0
19,1,0,(null),0.0,0.0,0
20,2,4,(0 0 -3.2963104 63.50255),14.064583,1.592716,23776
21,2,4,(0 0 -3.2963104 63.50255),1.712448,3.42133,7238
22,4,4,(0 0 -3.2963104 63.50255),10.991302,4.691086,52935
23,4,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
24,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
25,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
26,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
27,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
28,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
29,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
30,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
31,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
32,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
33,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
34,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
35,3,4,(0 0 -3.2963104 63.50255),0.0,0.0,0
36,3,4,(0 0 -3.8227997 63.651947),0.0,0.0,0
