1.001319885,,1.180184875
1.018460989,,
0.989351749,,
1.002317667,,
1.022777319,,
1.051851034,,
1.028588533,,
1.029515982,,
1.007309198,,
1.022775888,,
1.021772146,,
1.021298647,,
1.026776791,,
1.01029563,,
1.023259878,,
1.029750109,,
1.016430378,,
1.024901867,,
1.006403685,,
1.031248569,,
0.996378183,,
1.058685303,,
1.031823397,,
1.027888298,,
1.026585579,,
1.018279552,,
1.03174901,,
1.061163902,,
1.082101583,,
1.031750441,,
1.015282154,,
1.032240391,,
1.007303953,,
1.025348902,,
1.026090622,,
1.012911081,,
1.009511948,,
1.046945095,,
1.08850646,,
1.111533165,,
1.109117985,,
1.102789164,,
1.113222122,,
1.202041864,,
1.115014315,,
1.083249331,,
1.090656281,,
1.129542828,,
1.081628084,,
1.101716757,,
1.110066175,,
1.120091677,,
1.194018126,,
1.265053988,,
1.235336542,,
1.218410015,,
1.179169655,,
1.265887499,,
1.196510792,,
1.398045063,,
1.245031834,,
1.265496254,,
1.237334967,,
1.222258329,,
1.259307861,,
1.217419863,,
1.255527258,,
1.455238819,,
1.415273428,,
1.434269667,,
1.349260569,,
1.409257174,,
1.353661537,,
1.349993229,,
1.372066736,,
1.370625973,,
1.328604698,,
1.368234634,,
1.36980629,,
1.375737429,,
1.327488899,,
1.388887167,,
1.315844297,,
1.377325535,,
1.370612383,,
1.395317078,,
1.372340202,,
1.359603167,,
1.310518742,,
1.34506011,,
1.323469877,,
1.291916847,,
1.349899054,,
1.333003283,,
1.320016861,,
1.378888845,,
1.325548887,,
1.351917505,,
1.329952002,,
1.356416941,,
